row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,319.664.502.968,403.799.515.631,319664502968.0,403799515631.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,63.932.900.594,80.759.903.126,63932900594.0,80759903126.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,Các khoản điều chỉnh: > Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,15.424.222.431,24.096.074.460,15424222431.0,24096074460.0
Tiền sử dụng đất trích trước của các cần đã bàn giao các năm trước đã nộp trong kỳ,Các khoản điều chỉnh: > Tiền sử dụng đất trích trước của các cần đã bàn giao các năm trước đã nộp trong kỳ,Tiền sử dụng đất trích trước của các cần đã bàn giao các năm trước đã nộp trong kỳ,(25.648.425.160),-,-25648425160.0,
Chi phí dự án dùng triển khai,Các khoản điều chỉnh: > Chi phí dự án dùng triển khai,Chi phí dự án dùng triển khai,594.810.044,2.053.922.717,594810044.0,2053922717.0
Các chi phí phạt chậm nộp và phạt hợp đồng,Các khoản điều chỉnh: > Các chi phí phạt chậm nộp và phạt hợp đồng,Các chi phí phạt chậm nộp và phạt hợp đồng,3.938.773.092,9.106.865.216,3938773092.0,9106865216.0
Các chi phí không được trừ khác,Các khoản điều chỉnh: > Các chi phí không được trừ khác,Các chi phí không được trừ khác,4.903.215.597,5.961.722.001,4903215597.0,5961722001.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,983.905.482,,983905482.0
"Thu nhập từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh: > Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia",(79.999.978.000),(65.437.290.000),-79999978000.0,-65437290000.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ tính thuế,Các khoản điều chỉnh: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ tính thuế,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ tính thuế,17.020.208.562,-,17020208562.0,
Lỗ kết chuyển,Các khoản điều chỉnh: > Lỗ kết chuyển,Lỗ kết chuyển,-,(7.534.703.043),,-7534703043.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,165.727.160,49.990.399.959,165727160.0,49990399959.0
