row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty con,Phí dịch vụ quản lý phải trả,12.328.030.425,3.362.607.683,,,12328030425.0,3362607683.0
Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty con,Phí dịch vụ quản lý đã trả,9.748.225.002,3.132.876.349,,,9748225002.0,3132876349.0
Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty con,Doanh thu cung cấp dịch vụ,2.326.850.817,-,,,2326850817.0,
Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty con,Dòng tiền quản lý tập trung phải trả,29.661.698.921,34.014.213.759,,,29661698921.0,34014213759.0
Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty Quản lý và Kinh doanh Hà Đô,Công ty con,Dòng tiền quản lý tập trung đã trả,28.200.200.299,55.031.929.010,,,28200200299.0,55031929010.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Đi vay,20.000.000.000,145.000.000.000,,,20000000000.0,145000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Thanh toán gốc vay,30.000.000.000,35.000.000.000,,,30000000000.0,35000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung phải trả,54.127.769.943,225.628.192.378,,,54127769943.0,225628192378.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung đã trả,49.378.494.163,303.148.526.252,,,49378494163.0,303148526252.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung phải trả,8.208.677,5.322.237.547,,,8208677.0,5322237547.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung đã trả,5.164.143,26.872.330.203,,,5164143.0,26872330203.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Dòng tiền quản lý tập trung phải trả,672.835.549.383,536.015.223.472,,,672835549383.0,536015223472.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Dòng tiền quản lý tập trung đã trả,580.189.355.217,566.150.078.166,,,580189355217.0,566150078166.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Đi vay,140.000.000.000,110.000.000.000,,,140000000000.0,110000000000.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Thanh toán gốc vay,189.000.000.000,180.000.000.000,,,189000000000.0,180000000000.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Lãi vay phải trả,405.679.452,7.063.136.986,,,405679452.0,7063136986.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Lãi vay đã trả,11.210.405.481,6.544.410.959,,,11210405481.0,6544410959.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Cổ tức đã thu,239.349.600.000,179.512.200.000,,,239349600000.0,179512200000.0
Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty Agrita – Quảng Nam,Công ty con,Cổ tức phải thu,249.322.500.000,149.593.500.000,,,249322500000.0,149593500000.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Dòng tiền quản lý tập trung phải trả,20.312.583.043,1.108.479.371,,,20312583043.0,1108479371.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Dòng tiền quản lý tập trung đã trả,19.260.903.318,13.601.022.495,,,19260903318.0,13601022495.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý đã trả,17.655.824.405,16.140.699.317,,,17655824405.0,16140699317.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Doanh thu cung cấp dịch vụ,225.876.924,181.822.914,,,225876924.0,181822914.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Đã thu cung cấp dịch vụ,248.464.616,-,,,248464616.0,
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý,16.315.015.453,16.072.019.380,,,16315015453.0,16072019380.0
