row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Trọng Thông,Tên > Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Chủ tịch HĐQT (đến ngày 3 tháng 10 năm 2024),-,1.555.000.000,,,1555000000.0
Ông Lê Xuân Long,Tên > Ông Lê Xuân Long,Ông Lê Xuân Long,Thành viên HĐQT (đến ngày 3 tháng 10 năm 2024),818.000.000,660.000.000,,818000000.0,660000000.0
Ông Lê Xuân Long,Ông Lê Xuân Long,Ông Lê Xuân Long,Chủ tịch HĐQT (từ ngày 3 tháng 10 năm 2024),,,,,
Ông Nguyễn Trọng Minh,Ông Lê Xuân Long > Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám Đốc (đến ngày 03 tháng 10 năm 2024),1.755.340.000,2.006.040.000,,1755340000.0,2006040000.0
Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc (từ ngày 03 tháng 10 năm 2024),,,,,
Ông Chu Tuấn Anh,Ông Nguyễn Trọng Minh > Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Phó Tổng Giám (đốc đến ngày 17 tháng 6 năm 2024),-,667.886.000,,,667886000.0
Ông Lê Xuân Tuấn,Ông Nguyễn Trọng Minh > Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Phó Tổng Giám đốc,492.601.566,711.220.000,,492601566.0,711220000.0
Ông Trần Tiến Dũng,Ông Nguyễn Trọng Minh > Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,1.429.040.000,1.366.440.000,,1429040000.0,1366440000.0
Ông Nguyễn Văn Tô,Ông Nguyễn Trọng Minh > Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Thành viên HĐQT (đến ngày 27 tháng 4 năm 2024),-,209.000.000,,,209000000.0
Ông Nguyễn Đức Mạnh,Ông Nguyễn Trọng Minh > Ông Nguyễn Đức Mạnh,Ông Nguyễn Đức Mạnh,Thành viên độc lập HĐQT (đến ngày 27 tháng 4 năm 2024),-,63.333.335,,,63333335.0
Bà Trần Thị Quỳnh Anh,Ông Nguyễn Trọng Minh > Bà Trần Thị Quỳnh Anh,Bà Trần Thị Quỳnh Anh,Thành viên độc lập HĐQT (từ ngày 27 tháng 4 năm 2024),315.000.000,224.250.000,,315000000.0,224250000.0
Bà Trần Thị Quỳnh Anh,Bà Trần Thị Quỳnh Anh,Bà Trần Thị Quỳnh Anh,Chủ tịch Ủy ban Kiểm toán,,,,,
Ông Nguyễn Hoàng Trung,Bà Trần Thị Quỳnh Anh > Ông Nguyễn Hoàng Trung,Ông Nguyễn Hoàng Trung,Thành viên HĐQT (từ ngày 27 tháng 4 năm 2024),595.000.000,446.917.000,,595000000.0,446917000.0
Ông Hoàng Đình Hùng,Bà Trần Thị Quỳnh Anh > Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên độc lập HĐQT (đến ngày 26 tháng 4 năm 2025),164.545.455,661.500.000,,164545455.0,661500000.0
Bà Cao Thị Tâm,Bà Trần Thị Quỳnh Anh > Bà Cao Thị Tâm,Bà Cao Thị Tâm,Thành viên HĐQT (từ ngày 27 tháng 4 năm 2024),449.000.000,703.000.000,,449000000.0,703000000.0
Bà Cao Thị Tâm,Bà Cao Thị Tâm,Bà Cao Thị Tâm,Thành viên Ủy ban Kiểm toán,,,,,
TỔNG CỘNG,Bà Cao Thị Tâm > TỔNG CỘNG,TỔNG CỘNG,,6.018.527.021,9.274.586.335,,6018527021.0,9274586335.0
