row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Đi vay,930.000.000.000,-,,,930000000000.0,
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Thanh toán gốc vay,168.000.000.000,316.000.000.000,,,168000000000.0,316000000000.0
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Lãi vay phải trả,14.281.695.890,6.368.284.973,,,14281695890.0,6368284973.0
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Góp vốn,876.450.670.000,-,,,876450670000.0,
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Nhận lại vốn góp,-,399.809.490.000,,,,399809490000.0
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Dòng tiền quản lý tập trung phải trả,366.335.686.775,32.560.117.732,,,366335686775.0,32560117732.0
Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty Thiết bị giáo dục 1,Công ty con,Dòng tiền quản lý tập trung đã trả,356.130.791.146,4.650.833.329,,,356130791146.0,4650833329.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Dòng tiền quản lý tập trung phải trả,530.853.988.527,595.399.061.197,,,530853988527.0,595399061197.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Dòng tiền quản lý tập trung đã trả,581.302.899.123,462.463.171.488,,,581302899123.0,462463171488.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức đã thu,139.063.200.000,139.063.200.000,,,139063200000.0,139063200000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức phải thu,139.063.200.000,139.063.200.000,,,139063200000.0,139063200000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Doanh thu cung cấp dịch vụ,2.869.355.274,1.615.493.055,,,2869355274.0,1615493055.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Đã thu cung cấp dịch vụ,2.798.636.179,2.753.984.313,,,2798636179.0,2753984313.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Lãi vay đã trả,8.293.394.520,-,,,8293394520.0,
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Lãi vay phải trả,12.951.482.193,16.973.397.262,,,12951482193.0,16973397262.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Dòng tiền quản lý tập trung phải trả,325.076.940.977,277.114.563.148,,,325076940977.0,277114563148.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Dòng tiền quản lý tập trung đã trả,213.698.627.684,337.059.190.792,,,213698627684.0,337059190792.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Doanh thu tư vấn quản lý,735.583.031,578.164.171,,,735583031.0,578164171.0
