row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Đi vay,-,90.000.000.000,,,,90000000000.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Lãi vay phải trả,4.050.000.001,1.562.054.795,,,4050000001.0,1562054795.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Thanh toán gốc vay,-,160.500.000.000,,,,160500000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Lãi vay phải trả,3.555.250.931,-,,,3555250931.0,
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Doanh thu từ cung cấp dịch vụ,1.655.300.000,6.443.062.220,,,1655300000.0,6443062220.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Dòng tiền quản lý tập trung phải trả,53.355.497.789,2.220.816.617,,,53355497789.0,2220816617.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Dòng tiền quản lý tập trung đã trả,38.761.527.123,202.814.884.305,,,38761527123.0,202814884305.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Đi vay,50.000.000.000,105.000.000.000,,,50000000000.0,105000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Thanh toán gốc vay,-,105.000.000.000,,,,105000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Lãi vay phải trả,1.107.397.260,167.095.890,,,1107397260.0,167095890.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Dòng tiền quản lý tập trung phải trả,200.255.906.787,222.231.313.653,,,200255906787.0,222231313653.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Dòng tiền quản lý tập trung đã trả,199.950.304.235,222.777.173.706,,,199950304235.0,222777173706.0
Công ty Quốc tế Công ty con Hà Đô,Công ty Quốc tế Công ty con Hà Đô,Công ty Quốc tế Công ty con Hà Đô,Công ty Quốc tế Công ty con Hà Đô,Góp vốn,5.481.555.000,-,,,5481555000.0,
