row_label_raw,row_label_full,Năm trước > Số đầu năm,Vốn cổ phần đã phát hành > Năm trước > 3.057.568.410.000,Thặng dư vốn cổ phần > Năm trước > 374.867.728.678,Quỹ đầu tư phát triển > Năm trước > 23.516.835.886,Lợi nhuận sau thuế chưa phân phối > Năm trước > 1.955.829.845.493,Đơn vị tính: VND Tổng cộng > Năm trước > 5.411.782.820.057,numeric__Vốn cổ phần đã phát hành > Năm trước > 3.057.568.410.000,numeric__Thặng dư vốn cổ phần > Năm trước > 374.867.728.678,numeric__Quỹ đầu tư phát triển > Năm trước > 23.516.835.886,numeric__Lợi nhuận sau thuế chưa phân phối > Năm trước > 1.955.829.845.493,numeric__Đơn vị tính: VND Tổng cộng > Năm trước > 5.411.782.820.057
- Phát hành cổ phiếu trả cổ tức,- Phát hành cổ phiếu trả cổ tức,- Phát hành cổ phiếu trả cổ tức,305.746.880.000,-,-,(305.746.880.000),-,305746880000.0,,,-305746880000.0,
- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,353.809.115.672,353.809.115.672,,,,353809115672.0,353809115672.0
- Chia cổ tức bằng tiền,- Chia cổ tức bằng tiền,- Chia cổ tức bằng tiền,-,-,-,(152.878.420.500),(152.878.420.500),,,,-152878420500.0,-152878420500.0
Số cuối năm,Số cuối năm,Số cuối năm,3.363.315.290.000,374.867.728.678,23.516.835.886,1.851.013.660.665,5.612.713.515.229,3363315290000.0,374867728678.0,23516835886.0,1851013660665.0,5612713515229.0
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,3.363.315.290.000,374.867.728.678,23.516.835.886,1.851.013.660.665,5.612.713.515.229,3363315290000.0,374867728678.0,23516835886.0,1851013660665.0,5612713515229.0
- Phát hành cổ phiếu trả cổ tức (Thuyết minh số 21.4),Năm nay > - Phát hành cổ phiếu trả cổ tức (Thuyết minh số 21.4),- Phát hành cổ phiếu trả cổ tức (Thuyết minh số 21.4),336.315.060.000,-,-,(336.315.060.000),-,336315060000.0,,,-336315060000.0,
- Lợi nhuận thuần trong năm,Năm nay > - Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,319.498.775.808,319.498.775.808,,,,319498775808.0,319498775808.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,3.699.630.350.000,374.867.728.678,23.516.835.886,1.834.197.376.473,5.932.212.291.037,3699630350000.0,374867728678.0,23516835886.0,1834197376473.0,5932212291037.0
