row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
361.304.921.361,Giá gốc > 361.304.921.361,361.304.921.361,10.224.200.764,447.129.111.228,10.224.200.764,10224200764.0,447129111228.0,10224200764.0
316.460.182.904,Giá gốc > 316.460.182.904,316.460.182.904,10.224.200.764,316.420.502.673,10.224.200.764,10224200764.0,316420502673.0,10224200764.0
-,Giá gốc > -,-,-,83.292.669.289,-,,83292669289.0,
44.844.738.457,Giá gốc > 44.844.738.457,44.844.738.457,-,47.415.939.266,-,,47415939266.0,
5.174.387.457,Giá gốc > 5.174.387.457,5.174.387.457,-,10.683.126.958,-,,10683126958.0,
455.850.336,Giá gốc > 455.850.336,455.850.336,-,461.845.202,-,,461845202.0,
366.935.159.154,Giá gốc > 366.935.159.154,366.935.159.154,10.224.200.764,458.274.083.388,10.224.200.764,10224200764.0,458274083388.0,10224200764.0
