row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bị văn phòng,Đơn vị tính: VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bị văn phòng,numeric__Đơn vị tính: VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,244.421.955.098,85.056.611.786,9.828.639.954,4.743.245.471,344.050.452.309,244421955098.0,85056611786.0,9828639954.0,4743245471.0,344050452309.0
- Tăng trong năm,Nguyên giá: > - Tăng trong năm,- Tăng trong năm,-,75.880.000,-,469.789.630,545.669.630,,75880000.0,,469789630.0,545669630.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,244.421.955.098,85.132.491.786,9.828.639.954,5.213.035.101,344.596.121.939,244421955098.0,85132491786.0,9828639954.0,5213035101.0,344596121939.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Đã khấu hao hết,Trong đó: > Đã khấu hao hết,Đã khấu hao hết,10.546.797.195,28.001.445.410,6.603.199.954,4.710.845.471,49.862.288.030,10546797195.0,28001445410.0,6603199954.0,4710845471.0,49862288030.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,71.775.453.245,58.414.980.164,8.562.637.643,4.715.926.116,143.468.997.168,71775453245.0,58414980164.0,8562637643.0,4715926116.0,143468997168.0
- Khấu hao trong năm,Giá trị khấu hao lũy kế: > - Khấu hao trong năm,- Khấu hao trong năm,7.847.596.824,3.812.108.876,322.544.004,89.946.996,12.072.196.700,7847596824.0,3812108876.0,322544004.0,89946996.0,12072196700.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,79.623.050.069,62.227.089.040,8.885.181.647,4.805.873.112,155.541.193.868,79623050069.0,62227089040.0,8885181647.0,4805873112.0,155541193868.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,172.646.501.853,26.641.631.622,1.266.002.311,27.319.355,200.581.455.141,172646501853.0,26641631622.0,1266002311.0,27319355.0,200581455141.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,164.798.905.029,22.905.402.746,943.458.307,407.161.989,189.054.928.071,164798905029.0,22905402746.0,943458307.0,407161989.0,189054928071.0
