row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Ngắn hạn > Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,606.823.082.862,673.151.227.302,606823082862.0,673151227302.0
- Dự án An Khánh - An Thượng,Ngắn hạn > - Dự án An Khánh - An Thượng,- Dự án An Khánh - An Thượng,493.436.362.565,418.487.589.872,493436362565.0,418487589872.0
- Khu Biệt thự Sư Vạn Hạnh,Ngắn hạn > - Khu Biệt thự Sư Vạn Hạnh,- Khu Biệt thự Sư Vạn Hạnh,90.743.779.901,103.457.143.456,90743779901.0,103457143456.0
"- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","Ngắn hạn > - Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh",11.488.730.832,140.052.284.410,11488730832.0,140052284410.0
"- Dự án chung cư CC1 Dịch Vọng, Hà Nội","Ngắn hạn > - Dự án chung cư CC1 Dịch Vọng, Hà Nội","- Dự án chung cư CC1 Dịch Vọng, Hà Nội",7.843.113.423,7.843.113.423,7843113423.0,7843113423.0
- Dự án nhà N10 Khu đỏ thị mới Dịch Vọng,Ngắn hạn > - Dự án nhà N10 Khu đỏ thị mới Dịch Vọng,- Dự án nhà N10 Khu đỏ thị mới Dịch Vọng,3.311.096.141,3.311.096.141,3311096141.0,3311096141.0
Trích trước chi phí lãi vay,Ngắn hạn > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,37.874.817.179,78.528.607.891,37874817179.0,78528607891.0
Các chi phí phải trả ngắn hạn khác,Ngắn hạn > Các chi phí phải trả ngắn hạn khác,Các chi phí phải trả ngắn hạn khác,5.851.125.586,2.406.694.017,5851125586.0,2406694017.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,650.549.025.627,754.086.529.210,650549025627.0,754086529210.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả ngắn hạn các bên khác,Trong đó: > Chi phí phải trả ngắn hạn các bên khác,Chi phí phải trả ngắn hạn các bên khác,613.092.324.256,676.685.196.943,613092324256.0,676685196943.0
Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),Trong đó: > Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),37.456.701.371,77.401.332.267,37456701371.0,77401332267.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Trích trước chi phí lãi vay,Dài hạn > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,70.385.976.098,14.655.900.495,70385976098.0,14655900495.0
Chi phí phải trả dài hạn khác,Dài hạn > Chi phí phải trả dài hạn khác,Chi phí phải trả dài hạn khác,2.100.876.072,-,2100876072.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,72.486.852.170,14.655.900.495,72486852170.0,14655900495.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả dài hạn các bên khác,Trong đó: > Chi phí phải trả dài hạn các bên khác,Chi phí phải trả dài hạn các bên khác,4.830.371.165,852.736.112,4830371165.0,852736112.0
Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),Trong đó: > Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),67.656.481.005,13.803.164.383,67656481005.0,13803164383.0
