row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2016,Giá trị ghi sốTriệu VND > Ngày 31 tháng 12 năm 2016,Dòng tiền theohợp đồngTriệu VND > Ngày 31 tháng 12 năm 2016,Trong1 nămTriệu VND > Ngày 31 tháng 12 năm 2016,numeric__Giá trị ghi sốTriệu VND > Ngày 31 tháng 12 năm 2016,numeric__Dòng tiền theohợp đồngTriệu VND > Ngày 31 tháng 12 năm 2016,numeric__Trong1 nămTriệu VND > Ngày 31 tháng 12 năm 2016
Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,7.409,7.409,7.409,7409.0,7409.0,7409.0
Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,,,
Phải trả người bán và phải trả ngắn hạn khác,Ngày 1 tháng 1 năm 2016 > Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,3.462,3.462,3.462,3462.0,3462.0,3462.0
