row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2016Triệu VND,Giá trị ghi số > 1/1/2016Triệu VND,numeric__Giá trị ghi số > 31/12/2016Triệu VND,numeric__Giá trị ghi số > 1/1/2016Triệu VND
Các công cụ tài chính chịu hưởng lãi suất cố định,Các công cụ tài chính chịu hưởng lãi suất cố định,Các công cụ tài chính chịu hưởng lãi suất cố định,,,,
Tải sản tài chính,Các công cụ tài chính chịu hưởng lãi suất cố định > Tải sản tài chính,Tải sản tài chính,1.132.100,984.800,1132100.0,984800.0
