row_label_raw,row_label_full,Dược phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: > - Đầu tư nắm giữ đến ngày đáo hạn,31/12/2016 > Giá trị ghi số Triệu VND > -,31/12/2016 > Giá trị hợp lý Triệu VND > -,1/1/2016 > Giá trị ghi số Triệu VND > 177.450,1/1/2016 > Giá trị hợp lý Triệu VND > 177.450,numeric__31/12/2016 > Giá trị ghi số Triệu VND > -,numeric__31/12/2016 > Giá trị hợp lý Triệu VND > -,numeric__1/1/2016 > Giá trị ghi số Triệu VND > 177.450,numeric__1/1/2016 > Giá trị hợp lý Triệu VND > 177.450
Dược phân loại là các khoản cho vay và phải thu:,Dược phân loại là các khoản cho vay và phải thu:,Dược phân loại là các khoản cho vay và phải thu:,,,,,,,,
- Tiền và các khoản tương đương tiền,Dược phân loại là các khoản cho vay và phải thu: > - Tiền và các khoản tương đương tiền,- Tiền và các khoản tương đương tiền,664.810,664.810,514.591,514.591,664810.0,664810.0,514591.0,514591.0
- Phải thu khách hàng và phải thu ngắn hạn khác,Dược phân loại là các khoản cho vay và phải thu: > - Phải thu khách hàng và phải thu ngắn hạn khác,- Phải thu khách hàng và phải thu ngắn hạn khác,1.677.153,1.677.153,5.464,5.464,1677153.0,1677153.0,5464.0,5464.0
- Phải thu về cho vay ngắn hạn,Dược phân loại là các khoản cho vay và phải thu: > - Phải thu về cho vay ngắn hạn,- Phải thu về cho vay ngắn hạn,327.000,327.000,25.600,25.600,327000.0,327000.0,25600.0,25600.0
- Phải thu về cho vay dài hạn và phải thu dài hạn khác,Dược phân loại là các khoản cho vay và phải thu: > - Phải thu về cho vay dài hạn và phải thu dài hạn khác,- Phải thu về cho vay dài hạn và phải thu dài hạn khác,148.004,(*),272.004,(*),148004.0,,272004.0,
Dược phân loại là tài sản tài chính sẵn sàng để bán:,Dược phân loại là tài sản tài chính sẵn sàng để bán:,Dược phân loại là tài sản tài chính sẵn sàng để bán:,,,,,,,,
- Các khoản đầu tư vào công cụ vốn chủ sở hữu,Dược phân loại là tài sản tài chính sẵn sàng để bán: > - Các khoản đầu tư vào công cụ vốn chủ sở hữu,- Các khoản đầu tư vào công cụ vốn chủ sở hữu,11.071.288,(*),8.336.644,(*),11071288.0,,8336644.0,
Dược phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:,Dược phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:,Dược phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ:,,,,,,,,
- Phải trả người bán và phải trả ngắn hạn khác,Dược phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ: > - Phải trả người bán và phải trả ngắn hạn khác,- Phải trả người bán và phải trả ngắn hạn khác,(7.409),(7.409),(3.462),(3.462),-7409.0,-7409.0,-3462.0,-3462.0
,,,13.880.846,(*),9.328.291,(*),13880846.0,,9328291.0,
