row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016 VND > -,Số phải nộp trong năm VND > 8.567.146.614,Số đã nộp/ bù trừ với thuế phải thu trong năm VND > (8.567.146.614),31/12/2016 VND > -,numeric__1/1/2016 VND > -,numeric__Số phải nộp trong năm VND > 8.567.146.614,numeric__Số đã nộp/ bù trừ với thuế phải thu trong năm VND > (8.567.146.614),numeric__31/12/2016 VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,18.357.879.105,(10.092.419.353),8.265.459.752,,18357879105.0,-10092419353.0,8265459752.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,27.162.332,34.467.670.885,(34.491.644.174),3.189.043,27162332.0,34467670885.0,-34491644174.0,3189043.0
,,,27.162.332,61.392.696.604,(53.151.210.141),8.268.648.795,27162332.0,61392696604.0,-53151210141.0,8268648795.0
