row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Giá trị ghi số > Đầu tư nắm giữ đến ngày đáo hạn,Số cuối năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Giá trị ghi số > Đầu tư nắm giữ đến ngày đáo hạn,Số đầu năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá trị ghi số > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số cuối năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá gốc > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá trị ghi số > Đầu tư nắm giữ đến ngày đáo hạn,numeric__Số đầu năm > Dự phòng > Đầu tư nắm giữ đến ngày đáo hạn
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,20.000.000.000,20.000.000.000,-,132.526.500.000,132.526.500.000,-,20000000000.0,20000000000.0,,132526500000.0,132526500000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,20.000.000.000,20.000.000.000,-,132.526.500.000,132.526.500.000,-,20000000000.0,20000000000.0,,132526500000.0,132526500000.0,
