row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,10.955.661.382,18.644.439.743,,,10955661382.0,18644439743.0
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Thu tiền hàng,11.191.077.089,20.874.778.924,,,11191077089.0,20874778924.0
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Thu hồi gốc vay,-,15.000.000.000,,,,15000000000.0
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Cổ tức được chia và nhận bằng tiền,10.745.000.000,-,,,10745000000.0,
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Mua hàng,612.547.640,1.617.159.650,,,612547640.0,1617159650.0
Công ty AnVinh,Công ty AnVinh,Công ty AnVinh,Công ty con,Thanh toán tiền hàng,1.302.378.382,1.115.043.900,,,1302378382.0,1115043900.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Mua hàng,81.180.073.374,73.691.498.844,,,81180073374.0,73691498844.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Thanh toán tiền hàng,88.522.927.507,86.178.773.545,,,88522927507.0,86178773545.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Tạm ứng tiền mua hàng,-,63.874.068.365,,,,63874068365.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Doanh thu bán hàng và cung cấp dịch vụ,69.528.137.445,43.991.860.444,,,69528137445.0,43991860444.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Thu tiền hàng và dịch vụ,19.671.484.825,40.621.207.218,,,19671484825.0,40621207218.0
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Cổ tức được chia và nhận bằng tiền,9.966.617.400,-,,,9966617400.0,
Công ty AnTiến,Công ty AnTiến,Công ty AnTiến,Công ty con (đến ngày 27 tháng 03 năm 2025)Công ty liên kết (từ ngày 28 tháng 03 năm 2025),Thanh lý tài sản,6.726.464.545,-,,,6726464545.0,
"An PhatInternational,Inc.","An PhatInternational,Inc.","An PhatInternational,Inc.",Công ty con,Mua hàng,-,16.030.672.515,,,,16030672515.0
"An PhatInternational,Inc.","An PhatInternational,Inc.","An PhatInternational,Inc.",Công ty con,Thanh toán tiền hàng,-,16.049.439.449,,,,16049439449.0
"An PhatInternational,Inc.","An PhatInternational,Inc.","An PhatInternational,Inc.",Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,176.853.941.244,-,,,176853941244.0,
"An PhatInternational,Inc.","An PhatInternational,Inc.","An PhatInternational,Inc.",Công ty con,Thu tiền hàng và dịch vụ,137.060.819.347,2.415.755.547,,,137060819347.0,2415755547.0
Công ty AnTín,Công ty AnTín,Công ty AnTín,Công ty con (đến ngày 27 tháng 03 năm 2025)Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Mua dịch vụ,101.776.062.634,113.124.769.391,,,101776062634.0,113124769391.0
Công ty AnTín,Công ty AnTín,Công ty AnTín,Công ty con (đến ngày 27 tháng 03 năm 2025)Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Thanh toán tiền phí dịch vụ,105.369.957.260,110.461.089.252,,,105369957260.0,110461089252.0
Công ty AnTín,Công ty AnTín,Công ty AnTín,Công ty con (đến ngày 27 tháng 03 năm 2025)Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Thanh toán phí dịch vụ chi hộ,28.970.133.581,26.382.706.729,,,28970133581.0,26382706729.0
Công ty AnTín,Công ty AnTín,Công ty AnTín,Công ty con (đến ngày 27 tháng 03 năm 2025)Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Doanh thu cung cấp dịch vụ,1.081.636.368,1.092.636.368,,,1081636368.0,1092636368.0
Công ty AnTín,Công ty AnTín,Công ty AnTín,Công ty con (đến ngày 27 tháng 03 năm 2025)Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Thu tiền cung cấp dịch vụ,1.183.440.000,1.195.320.000,,,1183440000.0,1195320000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Cho vay,10.000.000.000,97.500.000.000,,,10000000000.0,97500000000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Thu hồi gốc vay,10.000.000.000,355.480.000.000,,,10000000000.0,355480000000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Lãi cho vay,27.945.205,1.379.159.178,,,27945205.0,1379159178.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Thu tiền lãi cho vay,27.945.205,1.379.159.178,,,27945205.0,1379159178.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Cổ tức được chia,-,140.700.000.000,,,,140700000000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Nhận cổ tức bằng tiền,-,140.700.000.000,,,,140700000000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,458.625.926,529.315.000,,,458625926.0,529315000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Thu tiền hàng và cung cấp dịch vụ,500.116.000,576.460.000,,,500116000.0,576460000.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Mua dịch vụ,1.015.015.325,983.627.870,,,1015015325.0,983627870.0
Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty AnPhát Complex,Công ty con,Thanh toán phí dịch vụ,384.708.932,958.646.972,,,384708932.0,958646972.0
"AFCEcoplastics,LLC.","AFCEcoplastics,LLC.","AFCEcoplastics,LLC.",Công ty con,Doanh thu bán hàng,35.798.510.714,46.770.988.792,,,35798510714.0,46770988792.0
"AFCEcoplastics,LLC.","AFCEcoplastics,LLC.","AFCEcoplastics,LLC.",Công ty con,Thu tiền hàng,32.151.170.106,45.952.101.025,,,32151170106.0,45952101025.0
