row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Cho vay,-,650.000.000,,,,650000000.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Thu hồi gốc vay,-,99.590.000.000,,,,99590000000.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Lãi cho vay,-,1.029.254.848,,,,1029254848.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Thu tiền lãi cho vay,-,7.043.591.287,,,,7043591287.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Thu tiền giảm góp vốn,21.158.800.000,-,,,21158800000.0,
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Doanh thu cung cấp dịch vụ,13.888.889,166.666.668,,,13888889.0,166666668.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Mua dịch vụ,4.742.880.000,5.320.735.500,,,4742880000.0,5320735500.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Thanh toán phí dịch vụ,4.219.740.000,-,,,4219740000.0,
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Bù trừ công nợ,-,5.320.735.500,,,,5320735500.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Cho vay,-,21.184.019.400,,,,21184019400.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Thu hồi gốc vay,-,21.184.019.400,,,,21184019400.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Mua hàng,13.760.764.878,10.052.244.167,,,13760764878.0,10052244167.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Thanh toán tiền hàng,17.086.423.352,5.149.506.174,,,17086423352.0,5149506174.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,37.468.596.408,2.542.140.791,,,37468596408.0,2542140791.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Thu tiền hàng và dịch vụ,49.900.079.734,2.596.301.277,,,49900079734.0,2596301277.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Lãi cho vay,-,484.315.566,,,,484315566.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Ủy thác xuất khẩu,75.453.826.129,-,,,75453826129.0,
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Thu tiền ủy thác xuất khẩu,52.115.241.450,-,,,52115241450.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty con,Cổ tức được chia,-,17.286.257.000,,,,17286257000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty con,Nhận cổ tức bằng tiền,-,17.286.257.000,,,,17286257000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty con,Doanh thu bán hàng,2.039.965.728,7.654.948.000,,,2039965728.0,7654948000.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty con,Nhận thanh toán tiền hàng,2.182.097.586,8.419.591.325,,,2182097586.0,8419591325.0
