row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,4.555.458.015.741,4.017.916.547.847,4555458015741.0,4017916547847.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.181.129.125.393,3.833.505.093.695,4181129125393.0,3833505093695.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,354.955.519.328,166.498.171.069,354955519328.0,166498171069.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,19.373.371.020,17.913.283.083,19373371020.0,17913283083.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(359.674.205),-,-359674205.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(359.674.205),-,-359674205.0,
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,-,-,,
Doanh thu thuần,Hàng bán bị trả lại > Doanh thu thuần,Doanh thu thuần,4.555.098.341.536,4.017.916.547.847,4555098341536.0,4017916547847.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần bán thành phẩm,Trong đó: > Doanh thu thuần bán thành phẩm,Doanh thu thuần bán thành phẩm,4.180.769.451.188,3.833.505.093.695,4180769451188.0,3833505093695.0
Doanh thu thuần bán hàng hóa,Trong đó: > Doanh thu thuần bán hàng hóa,Doanh thu thuần bán hàng hóa,354.955.519.328,166.498.171.069,354955519328.0,166498171069.0
Doanh thu thuần cung cấp dịch vụ,Trong đó: > Doanh thu thuần cung cấp dịch vụ,Doanh thu thuần cung cấp dịch vụ,19.373.371.020,17.913.283.083,19373371020.0,17913283083.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ bên khác,Trong đó: > Doanh thu từ bên khác,Doanh thu từ bên khác,3.931.272.251.568,3.753.594.703.695,3931272251568.0,3753594703695.0
Doanh thu từ bên liên quan,Trong đó: > Doanh thu từ bên liên quan,Doanh thu từ bên liên quan,623.826.089.968,264.321.844.152,623826089968.0,264321844152.0
