row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Ông Nguyễn Lê Thăng Long,Ông Nguyễn Lê Thăng Long,Ông Nguyễn Lê Thăng Long,Chủ tịch HĐQT,
Bà Nguyễn Thị Tiên,Bà Nguyễn Thị Tiên,Bà Nguyễn Thị Tiên,Thành viên HĐQT,
Bà Trần Thị Thoàn,Bà Trần Thị Thoàn,Bà Trần Thị Thoàn,Thành viên HĐQT/Phó Tổng Giám đốc,
Ông Phan Trí Nghĩa,Ông Phan Trí Nghĩa,Ông Phan Trí Nghĩa,Thành viên HĐQT,
Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Tổng Giám đốc,
Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Thành viên HĐQT/Phó Tổng Giám đốc,
Ông Nguyễn Xuân Cờ,Ông Nguyễn Xuân Cờ,Ông Nguyễn Xuân Cờ,Phó Tổng Giám đốc,
Bà Nguyễn Thị Giang,Bà Nguyễn Thị Giang,Bà Nguyễn Thị Giang,Trường Ban kiểm soát,
Bà Nguyễn Thị Phương,Bà Nguyễn Thị Phương,Bà Nguyễn Thị Phương,Thành viên Ban kiểm soát,
Bà Văn Thị Lan Anh,Bà Văn Thị Lan Anh,Bà Văn Thị Lan Anh,Thành viên Ban kiểm soát,
