row_label_raw,row_label_full,Bên liên quan > Phải trả ngắn hạn khác (Thuyết minh số 18),Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 18),Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 18),Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 18),Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 18),numeric__Mối quan hệ > Phải trả ngắn hạn khác (Thuyết minh số 18),numeric__Nội dung nghiệp vụ > Phải trả ngắn hạn khác (Thuyết minh số 18),numeric__Số cuối năm > Phải trả ngắn hạn khác (Thuyết minh số 18),numeric__Số đầu năm > Phải trả ngắn hạn khác (Thuyết minh số 18)
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Chi phí trả hộ,2.928.620.727,-,,,2928620727.0,
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty con,Phải trả phí ủy thác xuất khẩu,2.274.021.309,-,,,2274021309.0,
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con (đến ngày 27 hàng 03 năm 2025),Chi phí chi trả hộ,2.798.118.266,1.334.124.547,,,2798118266.0,1334124547.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),,,,,,,
Công ty An Thành,Công ty An Tín > Công ty An Thành,Công ty An Thành,Công ty con (đến ngày 27 tháng 03 năm 2025),Chi phí chi trả hộ,-,16.252.280,,,,16252280.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),,,,,,,
