row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Số phát sinh trong năm > Điều chỉnh khác,Đơn vị tính: VND Số cuối năm > Giá trị,Đơn vị tính: VND Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Số phát sinh trong năm > Điều chỉnh khác,numeric__Đơn vị tính: VND Số cuối năm > Giá trị,numeric__Đơn vị tính: VND Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,,
Vay ngắn hàng,Vay ngắn hạn > Vay ngắn hàng,Vay ngắn hàng,19.1,1.478.734.323.666,1.478.734.323.666,3.381.112.198.064,(3.478.928.883.857),75.468.091,1.380.993.105.964,1.380.993.105.964,191.0,1478734323666.0,1478734323666.0,3381112198064.0,-3478928883857.0,75468091.0,1380993105964.0,1380993105964.0
Vay dài hạn đến hạn trả,Vay ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,19.2,163.824.840.875,163.824.840.875,141.273.332.773,(92.660.000.000),-,212.438.173.648,212.438.173.648,192.0,163824840875.0,163824840875.0,141273332773.0,-92660000000.0,,212438173648.0,212438173648.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.642.559.164.541,1.642.559.164.541,3.522.385.530.837,(3.571.588.883.857),75.468.091,1.593.431.279.612,1.593.431.279.612,,1642559164541.0,1642559164541.0,3522385530837.0,-3571588883857.0,75468091.0,1593431279612.0,1593431279612.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,,
Vay ngắn hàng,Vay dài hạn > Vay ngắn hàng,Vay ngắn hàng,19.2,520.984.450.977,520.984.450.977,52.400.000.000,(257.438.173.648),6.427.576.420,322.373.853.749,322.373.853.749,192.0,520984450977.0,520984450977.0,52400000000.0,-257438173648.0,6427576420.0,322373853749.0,322373853749.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,520.984.450.977,520.984.450.977,52.400.000.000,(257.438.173.648),6.427.576.420,322.373.853.749,322.373.853.749,,520984450977.0,520984450977.0,52400000000.0,-257438173648.0,6427576420.0,322373853749.0,322373853749.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,2.163.543.615.518,2.163.543.615.518,3.574.785.530.837,(3.829.027.057.505),6.503.044.511,1.915.805.133.361,1.915.805.133.361,,2163543615518.0,2163543615518.0,3574785530837.0,-3829027057505.0,6503044511.0,1915805133361.0,1915805133361.0
