row_label_raw,row_label_full,Bên liên quan > Công ty An Thành,Mối quan hệ > Công ty liên kết của Công ty con (đến ngày 27 tháng 03 năm 2025) > Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Nội dung nghiệp vụ > Bán hàng và cung cấp dịch vụ,Số cuối năm > -,Đơn vị tính: VND > Số đầu năm > 4.177.818.227,numeric__Mối quan hệ > Công ty liên kết của Công ty con (đến ngày 27 tháng 03 năm 2025) > Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),numeric__Nội dung nghiệp vụ > Bán hàng và cung cấp dịch vụ,numeric__Số cuối năm > -,numeric__Đơn vị tính: VND > Số đầu năm > 4.177.818.227
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,Bán hàng và cung cấp dịch vụ,37.504.706,-,,,37504706.0,
,,,,,74.337.907.674,4.335.771.407,,,74337907674.0,4335771407.0
