row_label_raw,row_label_full,STT,Công ty,31 tháng 12 năm 2025,31 tháng 12 năm 2025_1,31 tháng 12 năm 2024,31 tháng 12 năm 2024_1,Địa chỉ,Hoạt động chính,numeric__Công ty,numeric__31 tháng 12 năm 2025,numeric__31 tháng 12 năm 2025_1,numeric__31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2024_1,numeric__Địa chỉ,numeric__Hoạt động chính
STT,STT,STT,Công ty,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Địa chỉ,Hoạt động chính,,,,,,,
7,STT > 7,7,"Ankor Bioplastics Co., Ltd (""Công ty Ankor"") (i)","24,44%",51%,"21,93%",51%,"216, Munmakgongdan-gil, Munmak-eup, Wonju-si, Gangwon-do, Republic of Korea (26362)","Sản xuất sản phẩm từ nhựa plastic, nhựa phân hủy",,0.2444,0.51,0.2193,0.51,,
8,STT > 8,8,"Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"")","68,6%","68,6%","62,75%","62,75%","Tổ 12, phường Phúc Lợi, thành phố Hà Nội, Việt Nam","Sản xuất, kinh doanh nhựa kỹ thuật",,0.6859999999999999,0.6859999999999999,0.6275,0.6275,,
9,STT > 9,9,"Công ty TNHH An Trung Industries (""Công ty An Trung"") (i)","68,6%",100%,"62,75%",100%,"Khu Công nghiệp Kỹ thuật cao An Phát, Km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Phòng, Việt Nam","Sản xuất, kinh doanh nhựa bao bì, nhựa kỹ thuật, nhựa gia dụng",,0.6859999999999999,1.0,0.6275,1.0,,
10,STT > 10,10,"Công ty TNHH Phát triển Xuất nhập khẩu và Đầu tư – VIEXIM (""Công ty VIEXIM"") (i)","68,6%",100%,"62,75%",100%,"Thôn Hảo, xã Nguyễn Văn Linh, tỉnh Hưng Yên, Việt Nam",Sản xuất và kinh doanh các sản phẩm nhựa,,0.6859999999999999,1.0,0.6275,1.0,,
11,STT > 11,11,"Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"") (i)","68,49%","99,84%","62,75%","99,84%","Khu Công nghiệp Kỹ thuật cao An Phát, KM47, Quốc lộ 5, phường Việt Hòa, thành phố Hải Phòng, Việt Nam","Sản xuất, kinh doanh sản phẩm nhựa nội thất",,0.6849,0.9984000000000001,0.6275,0.9984000000000001,,
12,STT > 12,12,"Công ty Cổ phần Khu Công nghiệp Lương Điền Ngọc Liên (""Công ty Lương Điền Ngọc Liên"") (i)","97,66%","99,99%","94,7%","99,99%","Lô CN11+CN12, cụm Công nghiệp An Đồng, xã Nam Sách, thành phố Hải Phòng, Việt Nam",Phát triển hạ tầng Khu công nghiệp,,0.9765999999999999,0.9998999999999999,0.9470000000000001,0.9998999999999999,,
