row_label_raw,row_label_full,Ngân hàng > Các khoản vay ngân hàng bằng VND > Các khoản vay ngân hàng bằng USD,Ngày 31 tháng 12 năm 2025 > VND > 1.151.990.243.331 > 229.002.862.633,Ngày 31 tháng 12 năm 2025 > Nguyên tệ > 1.151.990.243.331 VND > 8.681.914 USD,"Kỳ hạn trả gốc và lãi vay > Thời hạn vay theo từng khế ước nhận nợ, từ 4 đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đảo hạn lần cuối vào ngày 25 tháng 06 năm 2026. > Thời hạn vay theo từng khế ước nhận nợ, từ 5 đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đảo hạn lần cuối vào tháng 4 năm 2026.","Lãi suất (%/năm) > 4,1% - 7,0% > 3,5% - 4,3%",Hình thứcđảm bảo > (i),numeric__Ngày 31 tháng 12 năm 2025 > VND > 1.151.990.243.331 > 229.002.862.633,numeric__Ngày 31 tháng 12 năm 2025 > Nguyên tệ > 1.151.990.243.331 VND > 8.681.914 USD,"numeric__Kỳ hạn trả gốc và lãi vay > Thời hạn vay theo từng khế ước nhận nợ, từ 4 đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đảo hạn lần cuối vào ngày 25 tháng 06 năm 2026. > Thời hạn vay theo từng khế ước nhận nợ, từ 5 đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đảo hạn lần cuối vào tháng 4 năm 2026.","numeric__Lãi suất (%/năm) > 4,1% - 7,0% > 3,5% - 4,3%",numeric__Hình thứcđảm bảo > (i)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.380.993.105.964,,,,,1380993105964.0,,,,
"(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 46,8 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 5 (nay những tài sản này đã chuyển sang Nhà máy 6); và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.",,,,,
