row_label_raw,row_label_full,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải > Đường ống dẫn khí Nam Côn Sơn 2,Số cuối năm VND > 5.505.235.066.160 > 2.559.903.218.466,Số đầu năm VND > 5.438.838.938.480 > 3.435.414.728.298,numeric__Số cuối năm VND > 5.505.235.066.160 > 2.559.903.218.466,numeric__Số đầu năm VND > 5.438.838.938.480 > 3.435.414.728.298
Nhà máy Xử lý Khí Cà Mau,Nhà máy Xử lý Khí Cà Mau,Nhà máy Xử lý Khí Cà Mau,7.339.317.320.149,9.917.447.008.596,7339317320149.0,9917447008596.0
Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,33.583.719.522.095,33.182.844.683.588,33583719522095.0,33182844683588.0
,,,48.988.175.126.870,51.974.545.358.961,48988175126870.0,51974545358961.0
