row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,22.196.670.793.606,20.863.647.727.937,200.0,,22196670793606.0,20863647727937.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,102.653.153.177,119.265.528.523,210.0,,102653153177.0,119265528523.0
1. Trà trước cho người bán dài hạn,1. Trà trước cho người bán dài hạn,1. Trà trước cho người bán dài hạn,212,8,64.113.269.122,63.635.199.667,212.0,8.0,64113269122.0,63635199667.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9,38.539.884.055,55.630.328.856,216.0,9.0,38539884055.0,55630328856.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,13.901.247.482.645,11.087.071.813.522,220.0,,13901247482645.0,11087071813522.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,13.587.666.664.691,10.821.292.207.966,221.0,13.0,13587666664691.0,10821292207966.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,37.025.681.132.762,31.534.984.797.161,222.0,,37025681132762.0,31534984797161.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(23.438.014.468.071),(20.713.692.589.195),223.0,,-23438014468071.0,-20713692589195.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,313.580.817.954,265.779.605.556,227.0,14.0,313580817954.0,265779605556.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,370.727.151.840,310.222.570.850,228.0,,370727151840.0,310222570850.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(57.146.333.886),(44.442.965.294),229.0,,-57146333886.0,-44442965294.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,4.710.221.409.715,6.606.946.880.836,240.0,,4710221409715.0,6606946880836.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,4.710.221.409.715,6.606.946.880.836,242.0,15.0,4710221409715.0,6606946880836.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,6,3.429.927.177.661,3.012.747.367.641,250.0,6.0,3429927177661.0,3012747367641.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,3.707.202.749.121,3.168.708.749.121,251.0,,3707202749121.0,3168708749121.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,106.240.000.000,48.240.000.000,252.0,,106240000000.0,48240000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(383.515.571.460),(204.201.381.480),254.0,,-383515571460.0,-204201381480.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,52.621.570.408,37.616.137.415,260.0,,52621570408.0,37616137415.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,52.621.570.408,37.616.137.415,261.0,12.0,52621570408.0,37616137415.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,52.568.331.903.471,52.088.904.538.765,270.0,,52568331903471.0,52088904538765.0
