row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,30.371.661.109.865,31.225.256.810.828,100.0,,30371661109865.0,31225256810828.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,11.125.088.883.415,15.836.775.089.507,110.0,5.0,11125088883415.0,15836775089507.0
1. Tiền,1. Tiền,1. Tiền,111,,648.923.747.684,1.517.972.794.353,111.0,,648923747684.0,1517972794353.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,10.476.165.135.731,14.318.802.295.154,112.0,,10476165135731.0,14318802295154.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,5.750.000.000.000,6.070.320.000.000,120.0,6.0,5750000000000.0,6070320000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,5.750.000.000.000,6.070.320.000.000,123.0,,5750000000000.0,6070320000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,12.194.247.959.342,8.072.936.012.316,130.0,,12194247959342.0,8072936012316.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,5.786.940.160.159,3.353.706.171.087,131.0,7.0,5786940160159.0,3353706171087.0
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,8,250.779.273.089,790.903.638.755,132.0,8.0,250779273089.0,790903638755.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,9,6.215.555.006.083,3.980.119.307.079,136.0,9.0,6215555006083.0,3980119307079.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,10,(59.026.479.989),(51.793.104.605),137.0,10.0,-59026479989.0,-51793104605.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,876.386.309.519,853.724.405.494,140.0,11.0,876386309519.0,853724405494.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,942.345.817.347,933.340.923.807,141.0,,942345817347.0,933340923807.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(65.959.507.828),(79.616.518.313),149.0,,-65959507828.0,-79616518313.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,425.937.957.589,391.501.303.511,150.0,,425937957589.0,391501303511.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,37.398.794.156,78.324.210.108,151.0,12.0,37398794156.0,78324210108.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,360.869.983.465,249.235.778.950,152.0,,360869983465.0,249235778950.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,27.669.179.968,63.941.314.453,153.0,17.0,27669179968.0,63941314453.0
