row_label_raw,row_label_full,Đối tượng,Giá gốc,Giá trị có thể thu hồi,Thời gian quá hạn,Giá gốc_1,Giá trị có thể thu hồi_1,Thời gian quá hạn_1,numeric__Giá gốc,numeric__Giá trị có thể thu hồi,numeric__Thời gian quá hạn,numeric__Giá gốc_1,numeric__Giá trị có thể thu hồi_1,numeric__Thời gian quá hạn_1
Đối tượng,Đối tượng,Đối tượng,VND,VND,,VND,VND,,,,,,,
Phải thu khó có khả năng thu hồi,Đối tượng > Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,70.025.607.112,10.999.127.123,,53.608.592.658,1.815.488.053,,70025607112.0,10999127123.0,,53608592658.0,1815488053.0,
Công ty Cổ phần Phát triển Đô thị Dầu khí,Đối tượng > Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,50.000.000.000,-,Trên 3 năm,50.000.000.000,-,Trên 3 năm,50000000000.0,,,50000000000.0,,
Các đối tượng khác,Đối tượng > Các đối tượng khác,Các đối tượng khác,20.025.607.112,10.999.127.123,,3.608.592.658,1.815.488.053,,20025607112.0,10999127123.0,,3608592658.0,1815488053.0,
,,,852.009.314,-,Trên 3 năm,1.015.038.296,-,Trên 3 năm,852009314.0,,,1015038296.0,,
,,,12.111.956.673,6.055.978.336,Từ 1 năm đến 2 năm,-,-,Từ 1 năm đến 2 năm,12111956673.0,6055978336.0,,,,
,,,7.061.641.125,4.943.148.787,Trên 6 tháng đến dưới 1 năm,2.593.554.362,1.815.488.053,Trên 6 tháng đến dưới 1 năm,7061641125.0,4943148787.0,,2593554362.0,1815488053.0,
