row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,379.000.000.000,-,31.0,379000000000.0,
"2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",32,-,(40.111.223.937),32.0,,-40111223937.0
3. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,4.594.814.912.879,802.293.050.005,33.0,4594814912879.0,802293050005.0
4. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền trả nợ gốc vay,4. Tiền trả nợ gốc vay,34,(2.923.852.538.921),(2.416.933.950.149),34.0,-2923852538921.0,-2416933950149.0
"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(8.999.514.572.611),(5.519.637.734.500),36.0,-8999514572611.0,-5519637734500.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(6.949.552.198.653),(7.174.389.858.581),40.0,-6949552198653.0,-7174389858581.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(4.712.219.647.307),(5.145.285.681.999),50.0,-4712219647307.0,-5145285681999.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,15.836.775.089.507,20.982.219.958.289,60.0,15836775089507.0,20982219958289.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,533.441.215,(159.186.783),61.0,533441215.0,-159186783.0
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,11.125.088.883.415,15.836.775.089.507,70.0,11125088883415.0,15836775089507.0
