row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,24,51.896.616.201.983,57.474.075.835.727,1.0,24.0,51896616201983.0,57474075835727.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,51.896.616.201.983,57.474.075.835.727,10.0,,51896616201983.0,57474075835727.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,25,42.615.221.964.269,46.274.846.064.608,11.0,25.0,42615221964269.0,46274846064608.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,9.281.394.237.714,11.199.229.771.119,20.0,,9281394237714.0,11199229771119.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,27,1.231.426.444.188,1.289.498.045.218,21.0,27.0,1231426444188.0,1289498045218.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,28,562.592.899.110,516.923.207.825,22.0,28.0,562592899110.0,516923207825.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,256.489.223.429,119.506.794.356,23.0,,256489223429.0,119506794356.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,29,560.306.427.526,538.474.446.611,25.0,29.0,560306427526.0,538474446611.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,29,505.947.110.310,549.630.330.529,26.0,29.0,505947110310.0,549630330529.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,8.883.974.244.956,10.883.699.831.372,30.0,,8883974244956.0,10883699831372.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,30,10.090.493.631,85.363.639.450,31.0,30.0,10090493631.0,85363639450.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,31,3.507.417.619,48.604.289.926,32.0,31.0,3507417619.0,48604289926.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,6.583.076.012,36.759.349.524,40.0,,6583076012.0,36759349524.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,8.890.557.320.968,10.920.459.180.896,50.0,,8890557320968.0,10920459180896.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,1.780.064.070.021,2.200.332.046.441,51.0,32.0,1780064070021.0,2200332046441.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,7.110.493.250.947,8.720.127.134.455,60.0,,7110493250947.0,8720127134455.0
17. Lãi cơ bản trên cổ phiếu[IMAGE],17. Lãi cơ bản trên cổ phiếu[IMAGE],17. Lãi cơ bản trên cổ phiếu[IMAGE],17. Lãi cơ bản trên cổ phiếu[IMAGE],17. Lãi cơ bản trên cổ phiếu[IMAGE],17. Lãi cơ bản trên cổ phiếu[IMAGE],4.483,,,,4483.0
Đặng Thị Hồng Yến Người lập biểu,Đặng Thị Hồng Yến Người lập biểu,Đặng Thị Hồng Yến Người lập biểu,Vũ Trọng Hải Kế toán trường,Vũ Trọng Hải Kế toán trường,Phạm Đăng Nam Phó Tổng Giám đốc,Phạm Đăng Nam Phó Tổng Giám đốc,,,,
