row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,8.890.557.320.968,10.920.459.180.896,1.0,8890557320968.0,10920459180896.0
2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,,,,,,
Khẩu hao tài sản cố định,2. Điều chỉnh cho các khoản: > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,02,2.744.092.793.265,2.495.092.057.072,2.0,2744092793265.0,2495092057072.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản: > Các khoản dự phòng,Các khoản dự phòng,03,179.539.990.860,10.039.648.652,3.0,179539990860.0,10039648652.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản: > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,79.307.003.409,147.319.781.768,4.0,79307003409.0,147319781768.0
(Lãi) từ hoạt động đầu tư,2. Điều chỉnh cho các khoản: > (Lãi) từ hoạt động đầu tư,(Lãi) từ hoạt động đầu tư,05,(1.168.717.717.225),(1.031.695.014.273),5.0,-1168717717225.0,-1031695014273.0
Chi phí lãi vay,2. Điều chỉnh cho các khoản: > Chi phí lãi vay,Chi phí lãi vay,06,256.489.223.429,119.506.794.356,6.0,256489223429.0,119506794356.0
Các khoản điều chỉnh khác,2. Điều chỉnh cho các khoản: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,07,17.921.000.000,-,7.0,17921000000.0,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,10.999.189.614.706,12.660.722.448.471,8.0,10999189614706.0,12660722448471.0
