row_label_raw,row_label_full,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu trực tiếp_1,numeric__Tên,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ sở hữu trực tiếp,numeric__Tỷ lệ sở hữu trực tiếp_1
STT,STT,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tại ngày 31/12/2024,Tại ngày 01/01/2024,,,,,
1.,STT > 1.,1.,Công ty Cổ phần Sonadezi Long Bình,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 1, Đường 3A, khu công nghiệp Biên Hòa 2, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai","46,22%","46,22%",,,,0.4622,0.4622
2.,STT > 2.,2.,Công ty Cổ phần Dịch vụ Sonadezi,Thu gom rác thải không độc hại,"Số 1, Đường 1, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","20,00%","20,00%",,,,0.2,0.2
3.,STT > 3.,3.,Công ty Cổ phần Sonadezi Châu Đức,"Đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp, kinh doanh bất động sản","Số 1, Đường 1, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","46,84%","46,84%",,,,0.46840000000000004,0.46840000000000004
4.,STT > 4.,4.,Công ty Cổ phần Sonadezi An Bình,Xây dựng công trình kỹ thuật dân dụng,"Số 113-116 lô C2, Đường 9, khu dân cư An Bình, phường An Bình, thành phố Biên Hoà, tỉnh Đồng Nai","37,95%","37,95%",,,,0.3795,0.3795
5.,STT > 5.,5.,Công ty Cổ phần Sonadezi Bình Thuận,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","443 Khu phố 1, thị trấn Tân Minh, huyện Hàm Tân, tỉnh Bình Thuận","42,00%","42,00%",,,,0.42,0.42
6.,STT > 6.,6.,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Sản xuất công nghiệp và dịch vụ,"138 Khu phố 1, Đường Nguyễn Ái Quốc, phường Trăng Dải, thành phố Biên Hoà, tỉnh Đồng Nai","35,99%","52,29%",,,,0.3599,0.5229
