row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2024,Tại ngày 01/01/2024,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 01/01/2024
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,456.382.195.819,850.059.073.720,100.0,,456382195819.0,850059073720.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,36.640.724.352,97.898.161.728,110.0,41.0,36640724352.0,97898161728.0
1. Tiền,1. Tiền,1. Tiền,111,,26.640.724.352,46.628.161.728,111.0,,26640724352.0,46628161728.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,10.000.000.000,51.270.000.000,112.0,,10000000000.0,51270000000.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,374.792.580.548,641.380.000.000,120.0,,374792580548.0,641380000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,4.2,374.792.580.548,641.380.000.000,123.0,42.0,374792580548.0,641380000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,26.948.243.719,67.379.863.502,130.0,,26948243719.0,67379863502.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,44.152.485.613,48.285.522.408,131.0,43.0,44152485613.0,48285522408.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,6.161.800.416,125.064.040,132.0,,6161800416.0,125064040.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.4,7.248.104.741,42.426.265.878,136.0,44.0,7248104741.0,42426265878.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.5,(30.614.147.051),(23.456.988.824),137.0,45.0,-30614147051.0,-23456988824.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,6.208.944.133,11.055.349.434,140.0,,6208944133.0,11055349434.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,4.6,6.208.944.133,11.055.349.434,141.0,46.0,6208944133.0,11055349434.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,11.791.703.067,32.345.699.056,150.0,,11791703067.0,32345699056.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,542.879.971,494.910.525,151.0,,542879971.0,494910525.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,4.13,11.238.602.491,31.848.703.526,152.0,413.0,11238602491.0,31848703526.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.13,10.220.605,2.085.005,153.0,413.0,10220605.0,2085005.0
