row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm,Năm 2024VND > 21.642.232.979 > 8.056.153.000,Năm 2023VND > 23.142.661.639 > 6.536.418.000,numeric__Năm 2024VND > 21.642.232.979 > 8.056.153.000,numeric__Năm 2023VND > 23.142.661.639 > 6.536.418.000
Tăng khác,Tăng khác,Tăng khác,61.390.000,67.880.000,61390000.0,67880000.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(10.321.901.419),(8.104.726.660),-10321901419.0,-8104726660.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,(8.381.355.750),-,-8381355750.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,11.056.518.810,21.642.232.979,11056518810.0,21642232979.0
