row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Doanh thu cung cấp dịch vụ:,Doanh thu cung cấp dịch vụ:,Doanh thu cung cấp dịch vụ:,Doanh thu cung cấp dịch vụ:,Doanh thu cung cấp dịch vụ:,,
Công ty Cổ phần Sonadezi An Bình,Doanh thu cung cấp dịch vụ: > Công ty Cổ phần Sonadezi An Bình,Công ty Cổ phần Sonadezi An Bình,378.357.098,376.146.838,378357098.0,376146838.0
Công ty TNHH Tiên Triết,Doanh thu cung cấp dịch vụ: > Công ty TNHH Tiên Triết,Công ty TNHH Tiên Triết,301.991.541,300.278.481,301991541.0,300278481.0
Công ty Cổ phần Sơn Đồng Nai,Doanh thu cung cấp dịch vụ: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,240.466.263,238.616.850,240466263.0,238616850.0
Công ty Cổ phần Sonadezi Giang Điền,Doanh thu cung cấp dịch vụ: > Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,177.433.119,176.426.622,177433119.0,176426622.0
Cộng - Xem thêm Mục 5.1,Doanh thu cung cấp dịch vụ: > Cộng - Xem thêm Mục 5.1,Cộng - Xem thêm Mục 5.1,1.098.248.021,1.091.468.791,1098248021.0,1091468791.0
"Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:",,
Công ty Cổ phần Sonadezi Châu Đức,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Sonadezi Châu Đức",Công ty Cổ phần Sonadezi Châu Đức,20.822.084.490,351.620.333.185,20822084490.0,351620333185.0
Công ty TNHH Tiên Triết,"Mua hàng hóa, dịch vụ: > Công ty TNHH Tiên Triết",Công ty TNHH Tiên Triết,5.043.684.375,4.506.544.112,5043684375.0,4506544112.0
Công ty Cổ phần Sonadezi Giang Điền,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Sonadezi Giang Điền",Công ty Cổ phần Sonadezi Giang Điền,4.824.881.966,4.964.254.818,4824881966.0,4964254818.0
Công ty Cổ phần Dịch vụ Sonadezi,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Dịch vụ Sonadezi",Công ty Cổ phần Dịch vụ Sonadezi,137.574.000,131.077.500,137574000.0,131077500.0
Công ty Cổ phần Cấp nước Đồng Nai,"Mua hàng hóa, dịch vụ: > Công ty Cổ phần Cấp nước Đồng Nai",Công ty Cổ phần Cấp nước Đồng Nai,14.720.000,23.040.000,14720000.0,23040000.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Mua hàng hóa, dịch vụ: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi",Trường Cao đẳng Công nghệ và Quản trị Sonadezi,14.100.000,-,14100000.0,
Cộng,"Mua hàng hóa, dịch vụ: > Cộng",Cộng,30.857.044.831,361.245.249.615,30857044831.0,361245249615.0
"Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:","Cổ tức, lợi nhuận được chia:",,
Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2",Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,152.547.192.000,52.602.480.000,152547192000.0,52602480000.0
Công ty Cổ phần Cấp nước Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Cấp nước Đồng Nai",Công ty Cổ phần Cấp nước Đồng Nai,92.144.304.000,130.537.764.000,92144304000.0,130537764000.0
Công ty Cổ phần Sonadezi Châu Đức,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Châu Đức",Công ty Cổ phần Sonadezi Châu Đức,56.208.000.000,-,56208000000.0,
Công ty Cổ phần Sonadezi Long Bình,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Long Bình",Công ty Cổ phần Sonadezi Long Bình,45.761.100.000,41.601.000.000,45761100000.0,41601000000.0
Công ty Cổ phần Cằng Đồng Nai,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Cằng Đồng Nai",Công ty Cổ phần Cằng Đồng Nai,43.452.612.000,51.009.588.000,43452612000.0,51009588000.0
Công ty Cổ phần Sonadezi Long Thành,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Long Thành",Công ty Cổ phần Sonadezi Long Thành,30.714.000.000,42.999.600.000,30714000000.0,42999600000.0
Công ty Cổ phần Sonadezi Giang Điền,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Sonadezi Giang Điền",Công ty Cổ phần Sonadezi Giang Điền,28.050.000.000,30.600.000.000,28050000000.0,30600000000.0
Công ty Cổ phần Môi trường Sonadezi,"Cổ tức, lợi nhuận được chia: > Công ty Cổ phần Môi trường Sonadezi",Công ty Cổ phần Môi trường Sonadezi,15.370.276.800,15.370.276.800,15370276800.0,15370276800.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Cổ tức, lợi nhuận được chia: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi",Trường Cao đẳng Công nghệ và Quản trị Sonadezi,6.000.000.000,5.025.809.942,6000000000.0,5025809942.0
