row_label_raw,row_label_full,col_0,Tại ngày 31/12/2024VND > Giá gốc,Tại ngày 31/12/2024VND > Giá trị hợp lý,Tại ngày 31/12/2024VND > Dự phòng,Tại ngày 01/01/2024VND > Giá gốc,Tại ngày 01/01/2024VND > Giá trị hợp lý,Tại ngày 01/01/2024VND > Dự phòng,numeric__Tại ngày 31/12/2024VND > Giá gốc,numeric__Tại ngày 31/12/2024VND > Giá trị hợp lý,numeric__Tại ngày 31/12/2024VND > Dự phòng,numeric__Tại ngày 01/01/2024VND > Giá gốc,numeric__Tại ngày 01/01/2024VND > Giá trị hợp lý,numeric__Tại ngày 01/01/2024VND > Dự phòng
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phầnSonadezi Châu Đức (b),Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Châu Đức (b),Công ty Cổ phầnSonadezi Châu Đức (b),1.050.432.527.264,3.574.828.800.000,-,488.352.527.264,2.506.876.800.000,-,1050432527264.0,3574828800000.0,,488352527264.0,2506876800000.0,
Công ty Cổ phầnSonadezi Giang Điền,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Giang Điền,Công ty Cổ phầnSonadezi Giang Điền,255.000.000.000,879.580.000.000,-,255.000.000.000,886.558.500.000,-,255000000000.0,879580000000.0,,255000000000.0,886558500000.0,
Công ty Cổ phầnSonadezi Long Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Long Bình,Công ty Cổ phầnSonadezi Long Bình,172.866.022.000,550.519.900.000,-,172.866.022.000,434.037.100.000,-,172866022000.0,550519900000.0,,172866022000.0,434037100000.0,
Công ty Cổ phầnSonadezi Bình Thuận,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Bình Thuận,Công ty Cổ phầnSonadezi Bình Thuận,168.000.000.000,(*),-,168.000.000.000,(*),-,168000000000.0,,,168000000000.0,,
Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốclộ 91 Cần Thơ - An Giang,112.000.000.000,(*),-,112.000.000.000,(*),-,112000000000.0,,,112000000000.0,,
Công ty Cổ phần Đầu tư Xâydựng và Vật liệu Đồng Nai (a),Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Xâydựng và Vật liệu Đồng Nai (a),Công ty Cổ phần Đầu tư Xâydựng và Vật liệu Đồng Nai (a),53.838.407.700,80.177.884.380,-,-,-,-,53838407700.0,80177884380.0,,,,
Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Trường Cao đẳng Công nghệvà Quản trị Sonadezi,33.436.575.595,(*),-,33.436.575.595,(*),-,33436575595.0,,,33436575595.0,,
Công ty Cổ phầnSonadezi An Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi An Bình,Công ty Cổ phầnSonadezi An Bình,29.841.520.005,(*),-,29.841.520.005,(*),-,29841520005.0,,,29841520005.0,,
Công ty Cổ phầnKinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phầnKinh doanh nhà Đồng Nai,Công ty Cổ phầnKinh doanh nhà Đồng Nai,21.578.551.008,(*),-,21.578.551.008,(*),-,21578551008.0,,,21578551008.0,,
Công ty Cổ phầnDịch vụ Sonadezi,Đầu tư vào công ty liên kết: > Công ty Cổ phầnDịch vụ Sonadezi,Công ty Cổ phầnDịch vụ Sonadezi,12.600.000.000,30.753.333.333,-,12.600.000.000,28.740.000.000,-,12600000000.0,30753333333.0,,12600000000.0,28740000000.0,
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,10.295.294.400,28.699.272.000,-,10.295.294.400,25.510.464.000,-,10295294400.0,28699272000.0,,10295294400.0,25510464000.0,
Công ty Cổ phầnXây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phầnXây dựng Đồng Nai,Công ty Cổ phầnXây dựng Đồng Nai,9.432.951.811,(*),-,9.989.525.897,(*),-,9432951811.0,,,9989525897.0,,
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,1.929.321.849.783,,-,1.313.960.016.169,,-,1929321849783.0,,,1313960016169.0,,
