row_label_raw,row_label_full,Ông Trương Đình Hiệp > Bà Đỗ Thị Thu Hằng,Chủ tịch (bổ nhiệm ngày 16 tháng 04 năm 2024) > Chủ tịch (miễn nhiệm ngày 16 tháng 04 năm 2024),numeric__Chủ tịch (bổ nhiệm ngày 16 tháng 04 năm 2024) > Chủ tịch (miễn nhiệm ngày 16 tháng 04 năm 2024)
Ông Trần Thanh Hải,Ông Trần Thanh Hải,Ông Trần Thanh Hải,Thành viên,
Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Thành viên,
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Thành viên,
Ông Đình Ngọc Thuận,Ông Đình Ngọc Thuận,Ông Đình Ngọc Thuận,Thành viên,
Ông Phạm Quốc Chí,Ông Phạm Quốc Chí,Ông Phạm Quốc Chí,Thành viên,
Bà Lương Minh Hiền,Bà Lương Minh Hiền,Bà Lương Minh Hiền,Thành viên,
