row_label_raw,row_label_full,col_0,Tại ngày31/12/2024VND,Tại ngày01/01/2024VND,numeric__Tại ngày31/12/2024VND,numeric__Tại ngày01/01/2024VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
"Nhận ký quỹ, ký cược","Ngắn hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",300.000.000,6.103.331.955,300000000.0,6103331955.0
Thủ lao Hội đồng quản trị và Ban kiểm soát,Ngắn hạn: > Thủ lao Hội đồng quản trị và Ban kiểm soát,Thủ lao Hội đồng quản trị và Ban kiểm soát,899.232.000,460.992.000,899232000.0,460992000.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",152.292.852,172.972.852,152292852.0,172972852.0
Cộng,Ngắn hạn: > Cộng,Cộng,1.351.524.852,6.737.296.807,1351524852.0,6737296807.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Phải trả cho các bên liên quan - Xem thêm Mục 7 (*),Dài hạn: > Phải trả cho các bên liên quan - Xem thêm Mục 7 (*),Phải trả cho các bên liên quan - Xem thêm Mục 7 (*),33.600.000.000,33.600.000.000,33600000000.0,33600000000.0
"Nhận ký quỹ, ký cược","Dài hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",4.490.511.232,1.388.486.016,4490511232.0,1388486016.0
Cộng,Dài hạn: > Cộng,Cộng,38.090.511.232,34.988.486.016,38090511232.0,34988486016.0
