row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2024,Tại ngày 01/01/2024,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 01/01/2024
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.075.588.418.724,3.640.861.687.327,200.0,,4075588418724.0,3640861687327.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.274.817.500,1.274.817.500,210.0,,1274817500.0,1274817500.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,4.4,1.074.817.500,1.074.817.500,216.0,44.0,1074817500.0,1074817500.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.664.347.280,4.995.997.065,220.0,,5664347280.0,4995997065.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.7,4.072.527.836,2.827.532.161,221.0,47.0,4072527836.0,2827532161.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,13.824.106.450,15.181.719.177,222.0,,13824106450.0,15181719177.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(9.751.578.614),(12.354.187.016),223.0,,-9751578614.0,-12354187016.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.8,1.591.819.444,2.168.464.904,227.0,48.0,1591819444.0,2168464904.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,7.705.907.770,7.585.907.770,228.0,,7705907770.0,7585907770.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(6.114.088.326),(5.417.442.866),229.0,,-6114088326.0,-5417442866.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.9,53.245.908.349,56.704.188.882,230.0,49.0,53245908349.0,56704188882.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,176.313.467.983,175.622.460.556,231.0,,176313467983.0,175622460556.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(123.067.559.634),(118.918.271.674),232.0,,-123067559634.0,-118918271674.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.067.220.408,152.695.985.796,240.0,,2067220408.0,152695985796.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.10,2.067.220.408,152.695.985.796,242.0,410.0,2067220408.0,152695985796.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,3.697.900.696.846,3.135.362.610.395,250.0,42.0,3697900696846.0,3135362610395.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.690.924.462.517,1.744.762.870.217,251.0,,1690924462517.0,1744762870217.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,1.929.321.849.783,1.313.960.016.169,252.0,,1929321849783.0,1313960016169.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,149.148.164.350,149.148.164.350,253.0,,149148164350.0,149148164350.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(71.493.779.804),(72.508.440.341),254.0,,-71493779804.0,-72508440341.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,315.435.428.341,289.828.087.689,260.0,,315435428341.0,289828087689.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.11,315.435.428.341,289.828.087.689,261.0,411.0,315435428341.0,289828087689.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,4.531.970.614.543,4.490.920.761.047,270.0,,4531970614543.0,4490920761047.0
