row_label_raw,row_label_full,Tên > Ông Trương Đình Hiệp > Bà Đỗ Thị Thu Hằng,Chức vụ > Chủ tịch Hội đồng quản trị (bổ nhiệm ngày 16/04/2024)Phó Tổng Giám đốc (miễn nhiệm ngày 09/05/2024) > Chủ tịch Hội đồng quản trị (miễn nhiệm ngày 16/04/2024),Năm 2024 VND > 1.534.762.482 > 461.939.500,Năm 2023 VND > 524.860.685 > 1.511.691.788,numeric__Chức vụ > Chủ tịch Hội đồng quản trị (bổ nhiệm ngày 16/04/2024)Phó Tổng Giám đốc (miễn nhiệm ngày 09/05/2024) > Chủ tịch Hội đồng quản trị (miễn nhiệm ngày 16/04/2024),numeric__Năm 2024 VND > 1.534.762.482 > 461.939.500,numeric__Năm 2023 VND > 524.860.685 > 1.511.691.788
Ông Trần Thanh Hải,Ông Trần Thanh Hải,Ông Trần Thanh Hải,Thành viên Hội đồng quản trị kiểm Tổng Giám đốc,1.645.250.323,1.361.882.515,,1645250323.0,1361882515.0
Ông Đình Ngọc Thuận,Ông Đình Ngọc Thuận,Ông Đình Ngọc Thuận,Thành viên Hội đồng quản trị kiểm Phó Tổng Giám đốc,1.497.734.674,1.226.370.365,,1497734674.0,1226370365.0
Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Bà Nguyễn Thị Hạnh,Thành viên Hội đồng quản trị kiểm Phó Tổng Giám đốc,1.432.604.786,1.180.452.627,,1432604786.0,1180452627.0
Bà Lương Minh Hiền,Bà Lương Minh Hiền,Bà Lương Minh Hiền,Thành viên Hội đồng quản trị kiểm Phó Tổng Giám đốc,1.379.088.877,1.137.670.624,,1379088877.0,1137670624.0
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Thành viên Hội đồng quản trị,269.474.233,208.324.465,,269474233.0,208324465.0
Ông Phạm Quốc Chí,Ông Phạm Quốc Chí,Ông Phạm Quốc Chí,Thành viên Hội đồng quản trị,269.474.233,208.324.465,,269474233.0,208324465.0
Bà Lê Thị Bích Loan,Bà Lê Thị Bích Loan,Bà Lê Thị Bích Loan,Kế toán trường,811.411.202,677.003.415,,811411202.0,677003415.0
Cộng,Cộng,Cộng,,9.301.740.310,8.036.580.949,,9301740310.0,8036580949.0
