row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,Ông Tô Như Toàn là Chủ tịch HĐQT,
Công ty CP Thời trang Gina Le,Công ty CP Thời trang Gina Le,Công ty CP Thời trang Gina Le,Ông Tô Như Toàn là Chủ tịch HĐQT,
Công ty CP Đầu tư Văn Phú - House,Công ty CP Đầu tư Văn Phú - House,Công ty CP Đầu tư Văn Phú - House,Ông Tô Như Toàn là thành viên HĐQT,
Công ty CP SX và TM Tây Hà(tên cũ Công ty CP Đầu tư Văn Phú - ITC ),Công ty CP SX và TM Tây Hà(tên cũ Công ty CP Đầu tư Văn Phú - ITC ),Công ty CP SX và TM Tây Hà(tên cũ Công ty CP Đầu tư Văn Phú - ITC ),Ông Tô Như Toàn là Chủ tịch HĐQT,
Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Ông Tô Như Thắng là thành viên HĐQT,
Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,Ông Tô Như Toàn là Chủ tịch HĐQT,
Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,Chủ tịch HĐQT - Tổng Giám đốc,
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Thành viên HĐQT - Phó Tổng Giám đốc,
Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Thành viên HĐQT,
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Phó Tổng Giám đốc,
Ông Đình Quốc Hà,Ông Đình Quốc Hà,Ông Đình Quốc Hà,Phó Tổng Giám đốc,
Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó Tổng Giám đốc,
Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,Bà Đào Thị Hồng Hạnh,vợ Ông Tô Như Toàn,
