row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị VND,31/12/2017 > Dự phòng VND,01/01/2017 > Giá trị VND,01/01/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị VND,numeric__31/12/2017 > Dự phòng VND,numeric__01/01/2017 > Giá trị VND,numeric__01/01/2017 > Dự phòng VND
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",7.039.550.000,,-,,7039550000.0,,,
Góp vốn hợp tác kinh doanh - Công ty CP Đầu tư Đỏ Thị Kang Long,Góp vốn hợp tác kinh doanh - Công ty CP Đầu tư Đỏ Thị Kang Long,Góp vốn hợp tác kinh doanh - Công ty CP Đầu tư Đỏ Thị Kang Long,-,-,72.141.022.000,-,,,72141022000.0,
Góp vốn hợp tác kinh doanh - Công ty CP Bất động sản Song Lộc,Góp vốn hợp tác kinh doanh - Công ty CP Bất động sản Song Lộc,Góp vốn hợp tác kinh doanh - Công ty CP Bất động sản Song Lộc,5.786.000.000,-,10.786.000.000,-,5786000000.0,,10786000000.0,
Đặt cọc đầu tư xây dựng DA xây dựng lại khu tập thể 3A - Công ty CP Nhật Quân Anh,Đặt cọc đầu tư xây dựng DA xây dựng lại khu tập thể 3A - Công ty CP Nhật Quân Anh,Đặt cọc đầu tư xây dựng DA xây dựng lại khu tập thể 3A - Công ty CP Nhật Quân Anh,32.000.000.000,-,30.000.000.000,-,32000000000.0,,30000000000.0,
Góp vốn hợp tác đầu tư - Công ty CP Tài nguyên và Môi trường Trường Minh,Góp vốn hợp tác đầu tư - Công ty CP Tài nguyên và Môi trường Trường Minh,Góp vốn hợp tác đầu tư - Công ty CP Tài nguyên và Môi trường Trường Minh,6.000.000.000,-,-,-,6000000000.0,,,
Ứng vốn bởi thường và giải phóng mặt bằng (i),Ứng vốn bởi thường và giải phóng mặt bằng (i),Ứng vốn bởi thường và giải phóng mặt bằng (i),439.177.389.575,-,-,-,439177389575.0,,,
"Sở tài chính, TP.HCM","Sở tài chính, TP.HCM","Sở tài chính, TP.HCM",20.641.611.606,-,-,-,20641611606.0,,,
Ban bối thường quận Thủ Đức,Ban bối thường quận Thủ Đức,Ban bối thường quận Thủ Đức,418.219.845.473,-,-,-,418219845473.0,,,
Trung tâm phát triển quỹ đất Tp. HCM,Trung tâm phát triển quỹ đất Tp. HCM,Trung tâm phát triển quỹ đất Tp. HCM,315.932.496,-,-,-,315932496.0,,,
Cộng,Cộng,Cộng,490.002.939.575,-,112.927.022.000,-,490002939575.0,,112927022000.0,
