row_label_raw,row_label_full,col_0,31/12/2017VND,01/01/2017VND,numeric__31/12/2017VND,numeric__01/01/2017VND
Tiền mặt,Tiền mặt,Tiền mặt,62.286.079.299,16.900.591.629,62286079299.0,16900591629.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,163.392.753.610,21.484.109.047,163392753610.0,21484109047.0
Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,49.104.609.204,18.391.262.578,49104609204.0,18391262578.0
Ngân hàng TNHH Indovina - CN Thiên Long,Ngân hàng TNHH Indovina - CN Thiên Long,Ngân hàng TNHH Indovina - CN Thiên Long,99.517.402.702,465.780.190,99517402702.0,465780190.0
Ngân hàng TMTNHH MTV Đại Dương - CN Thăng Long,Ngân hàng TMTNHH MTV Đại Dương - CN Thăng Long,Ngân hàng TMTNHH MTV Đại Dương - CN Thăng Long,10.782.009.957,-,10782009957.0,
Các Ngân hàng khác,Các Ngân hàng khác,Các Ngân hàng khác,3.988.731.747,2.627.066.279,3988731747.0,2627066279.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,100.000.000.000,68.000.000.000,100000000000.0,68000000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),100.000.000.000,68.000.000.000,100000000000.0,68000000000.0
- Ngân hàng TNHH Indovina - CN Thiên Long,- Ngân hàng TNHH Indovina - CN Thiên Long,- Ngân hàng TNHH Indovina - CN Thiên Long,50.000.000.000,50.000.000.000,50000000000.0,50000000000.0
- Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,- Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,- Ngân hàng TMCP Kỹ thương Việt Nam - CN Thăng Long,-,18.000.000.000,,18000000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Hai Bà Trung,20.000.000.000,-,20000000000.0,
- Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Ba Đình,30.000.000.000,-,30000000000.0,
Cộng,Cộng,Cộng,325.678.832.909,106.384.700.676,325678832909.0,106384700676.0
