row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2017,Giá trị ghi số > 31/12/2017_1,Giá trị ghi số > 01/01/2017,Giá trị ghi số > 01/01/2017_1,numeric__Giá trị ghi số > 31/12/2017,numeric__Giá trị ghi số > 31/12/2017_1,numeric__Giá trị ghi số > 01/01/2017,numeric__Giá trị ghi số > 01/01/2017_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,325.678.832.909,-,106.384.700.676,-,325678832909.0,,106384700676.0,
Phải thu khách hàng,Tài sản tài chính > Phải thu khách hàng,Phải thu khách hàng,801.444.278.978,(252.468.507),893.307.972.897,(252.468.507),801444278978.0,-252468507.0,893307972897.0,-252468507.0
Phải thu về cho vay,Tài sản tài chính > Phải thu về cho vay,Phải thu về cho vay,4.000.000.000,-,12.025.000.000,-,4000000000.0,,12025000000.0,
Phải thu khác,Tài sản tài chính > Phải thu khác,Phải thu khác,705.441.271.639,-,173.312.828.659,-,705441271639.0,,173312828659.0,
Đầu tư tài chính,Tài sản tài chính > Đầu tư tài chính,Đầu tư tài chính,526.821.036.187,-,205.612.870.977,-,526821036187.0,,205612870977.0,
Cộng,Tài sản tài chính > Cộng,Cộng,2.363.385.419.713,(252.468.507),1.390.643.373.209,(252.468.507),2363385419713.0,-252468507.0,1390643373209.0,-252468507.0
