row_label_raw,row_label_full,"Giá trị còn lại TSCĐ và chi phí thanh lý, nhượng bán TSCĐ",Năm 2017VND > 275.936.175,Năm 2016VND > -,numeric__Năm 2017VND > 275.936.175,numeric__Năm 2016VND > -
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,25.238.660,-,25238660.0,
Các khoản phải nộp theo kết quả thanh tra thuế,Các khoản phải nộp theo kết quả thanh tra thuế,Các khoản phải nộp theo kết quả thanh tra thuế,11.859.933.171,-,11859933171.0,
Tiền chậm nộp thuế,Tiền chậm nộp thuế,Tiền chậm nộp thuế,15.370.030.656,,15370030656.0,
Chi phí tài trợ xây dựng đinh Phong Mỹ,Chi phí tài trợ xây dựng đinh Phong Mỹ,Chi phí tài trợ xây dựng đinh Phong Mỹ,202.444.000,4.940.840.000,202444000.0,4940840000.0
Chi phí hỗ trợ Trường Y tế công cộng,Chi phí hỗ trợ Trường Y tế công cộng,Chi phí hỗ trợ Trường Y tế công cộng,1.000.000.000,-,1000000000.0,
Các khoản khác,Các khoản khác,Các khoản khác,2.378.492.834,428.707.026,2378492834.0,428707026.0
Cộng,Cộng,Cộng,31.112.075.496,5.369.547.026,31112075496.0,5369547026.0
