row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc VND,31/12/2017 > Giá trị ghi số VND,01/01/2017 > Giá gốc VND,01/01/2017 > Giá trị ghi số VND,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Giá trị ghi số VND,numeric__01/01/2017 > Giá gốc VND,numeric__01/01/2017 > Giá trị ghi số VND
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),22.200.000.000,22.200.000.000,-,-,22200000000.0,22200000000.0,,
Cộng,Cộng,Cộng,22.200.000.000,22.200.000.000,-,-,22200000000.0,22200000000.0,,
