row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuốngVND,Trên 1 nămđến 5 nămVND,Trên 5 nămVND,CộngVND,numeric__Từ 1 nămtrở xuốngVND,numeric__Trên 1 nămđến 5 nămVND,numeric__Trên 5 nămVND,numeric__CộngVND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,325.678.832.909,-,-,325.678.832.909,325678832909.0,,,325678832909.0
Phải thu khách hàng,Tại ngày 31/12/2017 > Phải thu khách hàng,Phải thu khách hàng,801.191.810.471,-,-,801.191.810.471,801191810471.0,,,801191810471.0
Phải thu về cho vay,Tại ngày 31/12/2017 > Phải thu về cho vay,Phải thu về cho vay,4.000.000.000,-,-,4.000.000.000,4000000000.0,,,4000000000.0
Phải thu khác,Tại ngày 31/12/2017 > Phải thu khác,Phải thu khác,215.438.332.064,490.002.939.575,-,705.441.271.639,215438332064.0,490002939575.0,,705441271639.0
Đầu tư tài chính,Tại ngày 31/12/2017 > Đầu tư tài chính,Đầu tư tài chính,22.200.000.000,-,504.621.036.187,526.821.036.187,22200000000.0,,504621036187.0,526821036187.0
Cộng,Tại ngày 31/12/2017 > Cộng,Cộng,1.368.508.975.444,490.002.939.575,504.621.036.187,2.363.132.951.206,1368508975444.0,490002939575.0,504621036187.0,2363132951206.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,106.384.700.676,-,-,106.384.700.676,106384700676.0,,,106384700676.0
Phải thu khách hàng,Tại ngày 01/01/2017 > Phải thu khách hàng,Phải thu khách hàng,893.055.504.390,-,-,893.055.504.390,893055504390.0,,,893055504390.0
Phải thu về cho vay,Tại ngày 01/01/2017 > Phải thu về cho vay,Phải thu về cho vay,10.200.000.000,1.825.000.000,-,12.025.000.000,10200000000.0,1825000000.0,,12025000000.0
Phải thu khác,Tại ngày 01/01/2017 > Phải thu khác,Phải thu khác,60.385.806.659,112.927.022.000,-,173.312.828.659,60385806659.0,112927022000.0,,173312828659.0
Đầu tư tài chính,Tại ngày 01/01/2017 > Đầu tư tài chính,Đầu tư tài chính,-,-,205.612.870.977,205.612.870.977,,,205612870977.0,205612870977.0
Cộng,Tại ngày 01/01/2017 > Cộng,Cộng,1.070.026.011.725,114.752.022.000,205.612.870.977,1.390.390.904.702,1070026011725.0,114752022000.0,205612870977.0,1390390904702.0
