row_label_raw,row_label_full,col_0,Trang,numeric__Trang
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BÁO CÁO TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÀI CHÍNH HỢP NHẤT,
Bằng cân đối kế toán hợp nhất,Bằng cân đối kế toán hợp nhất,Bằng cân đối kế toán hợp nhất,6 -7,
Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bằng cân đối kế toán hợp nhất > Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bảo cáo kết quả hoạt động kinh doanh hợp nhất,8,8.0
Bảo cáo lưu chuyển tiền tệ hợp nhất,Bằng cân đối kế toán hợp nhất > Bảo cáo lưu chuyển tiền tệ hợp nhất,Bảo cáo lưu chuyển tiền tệ hợp nhất,9,9.0
Bản thuyết minh Báo cáo tài chính hợp nhất,Bản thuyết minh Báo cáo tài chính hợp nhất,Bản thuyết minh Báo cáo tài chính hợp nhất,10 - 46,
