row_label_raw,row_label_full,col_0,col_1,Năm 2025VND,Năm 2024VND,numeric__col_1,numeric__Năm 2025VND,numeric__Năm 2024VND
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,3.175.251.889,3.064.466.538,,3175251889.0,3064466538.0
- Ông Ngô Thế Phiệt,- Ông Ngô Thế Phiệt,- Ông Ngô Thế Phiệt,Chủ tịch HĐQT,13.333.333,23.444.900,,13333333.0,23444900.0
- Ông Ngô Trí Thịnh,- Ông Ngô Trí Thịnh,- Ông Ngô Trí Thịnh,Thành viên HĐQT kiểm Tổng Giám đốc,941.902.550,980.635.766,,941902550.0,980635766.0
- Ông Bùi Minh Tân,- Ông Bùi Minh Tân,- Ông Bùi Minh Tân,Thành viên HĐQ,888.756.973,836.018.415,,888756973.0,836018415.0
- Ông Nguyễn Trung Thực,- Ông Nguyễn Trung Thực,- Ông Nguyễn Trung Thực,Thành viên HĐQT kiểm Phó Tổng Giám đốc,930.392.367,887.661.446,,930392367.0,887661446.0
- Ông Nguyễn Đức Thảo,- Ông Nguyễn Đức Thảo,- Ông Nguyễn Đức Thảo,Thành viên HĐQT độc lập,400.866.666,336.706.011,,400866666.0,336706011.0
Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,Ban Tổng Giám đốc và Kế toán trưởng,4.406.320.728,3.962.521.077,,4406320728.0,3962521077.0
- Ông Ngô Trí Thịnh,- Ông Ngô Trí Thịnh,- Ông Ngô Trí Thịnh,Thành viên HĐQT kiểm Tổng Giám đốc,941.902.550,980.635.766,,941902550.0,980635766.0
- Ông Nguyễn Trung Thực,- Ông Nguyễn Trung Thực,- Ông Nguyễn Trung Thực,Thành viên HĐQT kiểm Phó Tổng Giám đốc,930.392.367,887.661.446,,930392367.0,887661446.0
- Ông Nghiêm Xuân Chiến,- Ông Nghiêm Xuân Chiến,- Ông Nghiêm Xuân Chiến,Phó Tổng Giám đốc,926.550.045,905.851.446,,926550045.0,905851446.0
- Ông Đăng Quốc Long,- Ông Đăng Quốc Long,- Ông Đăng Quốc Long,Phó Tổng Giám đốc,781.557.810,408.982.516,,781557810.0,408982516.0
- Bà Lưu Thị Minh Thanh,- Bà Lưu Thị Minh Thanh,- Bà Lưu Thị Minh Thanh,Kế toán trưởng,825.917.956,779.389.903,,825917956.0,779389903.0
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,,2.194.579.972,2.027.989.961,,2194579972.0,2027989961.0
- Ông Lê Ngọc Nam,- Ông Lê Ngọc Nam,- Ông Lê Ngọc Nam,Trưởng ban kiểm soát,892.900.889,849.705.886,,892900889.0,849705886.0
- Ông Bùi Thu Thái,- Ông Bùi Thu Thái,- Ông Bùi Thu Thái,Thành viên,660.571.064,640.659.505,,660571064.0,640659505.0
- Bà Đào Thị Hoàng Yến,- Bà Đào Thị Hoàng Yến,- Bà Đào Thị Hoàng Yến,Thành viên,641.108.019,537.624.570,,641108019.0,537624570.0
