row_label_raw,row_label_full,Nội dung,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Số có khả năngtrả nợVND
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,2.834.879.752.666,2.834.879.752.666,9.548.150.485.220,10.574.791.917.121,1.808.238.320.765,1.808.238.320.765,2834879752666.0,2834879752666.0,9548150485220.0,10574791917121.0,1808238320765.0,1808238320765.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.680.000.000.000,1.680.000.000.000,9.008.071.467.315,9.192.000.000.000,1.496.071.467.315,1.496.071.467.315,1680000000000.0,1680000000000.0,9008071467315.0,9192000000000.0,1496071467315.0,1496071467315.0
- Ngân hàng TMCP Ngoại thương Việt Nam (1),- Ngân hàng TMCP Ngoại thương Việt Nam (1),- Ngân hàng TMCP Ngoại thương Việt Nam (1),1.067.000.000.000,1.067.000.000.000,4.336.000.000.000,5.101.000.000.000,302.000.000.000,302.000.000.000,1067000000000.0,1067000000000.0,4336000000000.0,5101000000000.0,302000000000.0,302000000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (2),175.000.000.000,175.000.000.000,1.719.000.000.000,1.326.000.000.000,568.000.000.000,568.000.000.000,175000000000.0,175000000000.0,1719000000000.0,1326000000000.0,568000000000.0,568000000000.0
- Ngân hàng TMCP Công Thương Việt Nam (3),- Ngân hàng TMCP Công Thương Việt Nam (3),- Ngân hàng TMCP Công Thương Việt Nam (3),349.000.000.000,349.000.000.000,917.071.467.315,1.209.000.000.000,57.071.467.315,57.071.467.315,349000000000.0,349000000000.0,917071467315.0,1209000000000.0,57071467315.0,57071467315.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (4),-,-,1.873.000.000.000,1.304.000.000.000,569.000.000.000,569.000.000.000,,,1873000000000.0,1304000000000.0,569000000000.0,569000000000.0
- Ngân hàng TMCP Quân đội,- Ngân hàng TMCP Quân đội,- Ngân hàng TMCP Quân đội,89.000.000.000,89.000.000.000,-,89.000.000.000,-,-,89000000000.0,89000000000.0,,89000000000.0,,
- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Ngân hàng TMCP Xuất nhập khẩu Việt Nam,-,-,163.000.000.000,163.000.000.000,-,-,,,163000000000.0,163000000000.0,,
Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,1.154.879.752.666,1.154.879.752.666,540.079.017.905,1.382.791.917.121,312.166.853.450,312.166.853.450,1154879752666.0,1154879752666.0,540079017905.0,1382791917121.0,312166853450.0,312166853450.0
- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (5),- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (5),- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam (5),223.520.148.000,223.520.148.000,234.144.594.000,226.918.746.000,230.745.996.000,230.745.996.000,223520148000.0,223520148000.0,234144594000.0,226918746000.0,230745996000.0,230745996000.0
- Ngân hàng TMCP Quốc tế Việt Nam (6),- Ngân hàng TMCP Quốc tế Việt Nam (6),- Ngân hàng TMCP Quốc tế Việt Nam (6),,-,260.000.000.000,220.000.000.000,40.000.000.000,40.000.000.000,,,260000000000.0,220000000000.0,40000000000.0,40000000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (7),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (7),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (7),40.552.624.928,40.552.624.928,41.128.123.905,41.693.791.383,39.986.957.450,39.986.957.450,40552624928.0,40552624928.0,41128123905.0,41693791383.0,39986957450.0,39986957450.0
- Ngân hàng TMCP Ngoại thương Việt Nam (8),- Ngân hàng TMCP Ngoại thương Việt Nam (8),- Ngân hàng TMCP Ngoại thương Việt Nam (8),3.785.083.229,3.785.083.229,265.000.000,3.785.083.229,265.000.000,265.000.000,3785083229.0,3785083229.0,265000000.0,3785083229.0,265000000.0,265000000.0
- Ngân hàng TMCP Công Thương Việt Nam (9),- Ngân hàng TMCP Công Thương Việt Nam (9),- Ngân hàng TMCP Công Thương Việt Nam (9),,-,2.844.800.000,1.675.900.000,1.168.900.000,1.168.900.000,,,2844800000.0,1675900000.0,1168900000.0,1168900000.0
- Ngân hàng Sumitomo Mitsui Banking Corporation,- Ngân hàng Sumitomo Mitsui Banking Corporation,- Ngân hàng Sumitomo Mitsui Banking Corporation,498.244.500.000,498.244.500.000,1.696.500.000,499.941.000.000,-,-,498244500000.0,498244500000.0,1696500000.0,499941000000.0,,
- Ngân hàng TMCP Tiên Phong,- Ngân hàng TMCP Tiên Phong,- Ngân hàng TMCP Tiên Phong,303.777.396.509,303.777.396.509,-,303.777.396.509,-,-,303777396509.0,303777396509.0,,303777396509.0,,
- Trái phiếu thường,- Trái phiếu thường,- Trái phiếu thường,85.000.000.000,85.000.000.000,-,85.000.000.000,-,-,85000000000.0,85000000000.0,,85000000000.0,,
