row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,712.788.860.707,762.557.487.255,712788860707.0,762557487255.0
Các khoản điều chỉnh tăng thu nhập chịu thuế,Các khoản điều chỉnh tăng thu nhập chịu thuế,Các khoản điều chỉnh tăng thu nhập chịu thuế,6.039.202.505,17.176.187.438,6039202505.0,17176187438.0
- Chi phí không được trừ,- Chi phí không được trừ,- Chi phí không được trừ,6.039.202.505,17.176.187.438,6039202505.0,17176187438.0
Các khoản điều chỉnh giảm thu nhập chịu thuế,Các khoản điều chỉnh giảm thu nhập chịu thuế,Các khoản điều chỉnh giảm thu nhập chịu thuế,139.325.457.200,197.609.796.500,139325457200.0,197609796500.0
- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,- Cổ tức lợi nhuận được chia,139.325.457.200,197.609.796.500,139325457200.0,197609796500.0
Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,579.502.606.012,582.123.878.193,579502606012.0,582123878193.0
Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,579.502.606.013,582.123.878.193,579502606013.0,582123878193.0
- Thuế suất thuế thu nhập doanh nghiệp hiện hành,- Thuế suất thuế thu nhập doanh nghiệp hiện hành,- Thuế suất thuế thu nhập doanh nghiệp hiện hành,20%,20%,0.2,0.2
Thuế TNDN phải nộp,Thuế TNDN phải nộp,Thuế TNDN phải nộp,115.900.521.203,116.424.775.639,115900521203.0,116424775639.0
- Thuế TNDN được miễn giảm,- Thuế TNDN được miễn giảm,- Thuế TNDN được miễn giảm,(57.907.925.030),(57.085.589.775),-57907925030.0,-57085589775.0
- Tiền lãi từ Thuế TNDN hoàn nhập quỹ KHCN,- Tiền lãi từ Thuế TNDN hoàn nhập quỹ KHCN,- Tiền lãi từ Thuế TNDN hoàn nhập quỹ KHCN,5.351.216,190.203.510,5351216.0,190203510.0
- Điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,- Điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,- Điều chỉnh chi phí thuế TNDN của các năm trước vào thuế TNDN hiện hành năm nay,-,100.041.200,,100041200.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,57.997.947.389,59.629.430.574,57997947389.0,59629430574.0
Trong đó:- Thuế TNDN phải nộp cho hoạt động sản xuất kinh doanh,Trong đó:- Thuế TNDN phải nộp cho hoạt động sản xuất kinh doanh,Trong đó:- Thuế TNDN phải nộp cho hoạt động sản xuất kinh doanh,57.907.925.030,57.085.589.774,57907925030.0,57085589774.0
- Thuế TNDN do hoàn nhập quỹ phát triển khoa học và công nghệ sử dụng không hết,- Thuế TNDN do hoàn nhập quỹ phát triển khoa học và công nghệ sử dụng không hết,- Thuế TNDN do hoàn nhập quỹ phát triển khoa học và công nghệ sử dụng không hết,90.022.359,2.443.799.600,90022359.0,2443799600.0
