row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
"Mua dịch vụ, hàng hóa","Mua dịch vụ, hàng hóa","Mua dịch vụ, hàng hóa",7.641.105.374.129,7.404.308.100.916,7641105374129.0,7404308100916.0
- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,- Công ty Kho vận và Cảng Cẩm Phá - Vinacomin,7.180.472.148.170,7.067.442.727.940,7180472148170.0,7067442727940.0
- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,- Công ty Cổ phần Than - Điện Nông Sơn - TKV,165.033.973.686,157.970.986.678,165033973686.0,157970986678.0
- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,- Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,40.779.323.924,40.693.415.245,40779323924.0,40693415245.0
- Công ty Cổ phần Vật tư - TKV,- Công ty Cổ phần Vật tư - TKV,- Công ty Cổ phần Vật tư - TKV,36.178.939.247,76.499.816.982,36178939247.0,76499816982.0
- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,- Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,21.192.261.583,26.412.289.855,21192261583.0,26412289855.0
- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,- Công ty Cổ phần Du lịch và Thương mại - Vinacomin,13.747.728.519,22.588.606.130,13747728519.0,22588606130.0
- Trường Cao đẳng Than - Khoáng sản Việt Nam,- Trường Cao đẳng Than - Khoáng sản Việt Nam,- Trường Cao đẳng Than - Khoáng sản Việt Nam,4.172.656.500,982.356.000,4172656500.0,982356000.0
- Trường Quản trị kinh doanh - Vinacomin,- Trường Quản trị kinh doanh - Vinacomin,- Trường Quản trị kinh doanh - Vinacomin,2.674.725.128,1.121.903.070,2674725128.0,1121903070.0
- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,- Công ty Cổ phần Xuất nhập khẩu than - Vinacomin,34.269.773.350,607.212.728,34269773350.0,607212728.0
- Bệnh viện Thàn - Khoáng sản,- Bệnh viện Thàn - Khoáng sản,- Bệnh viện Thàn - Khoáng sản,1.273.947.599,1.332.437.034,1273947599.0,1332437034.0
- Viện Cơ khí năng lượng và Mỏ - Vinacomin,- Viện Cơ khí năng lượng và Mỏ - Vinacomin,- Viện Cơ khí năng lượng và Mỏ - Vinacomin,5.814.248.576,3.637.528.476,5814248576.0,3637528476.0
- Viện Khoa học Công nghệ Mỏ - Vinacomin,- Viện Khoa học Công nghệ Mỏ - Vinacomin,- Viện Khoa học Công nghệ Mỏ - Vinacomin,1.006.571.049,1.653.341.929,1006571049.0,1653341929.0
- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,- Công ty TNHH MTV Môi trường - TKV,770.873.320,669.938.970,770873320.0,669938970.0
- Trung tâm Y tế Than Khu vực Mạo Khê,- Trung tâm Y tế Than Khu vực Mạo Khê,- Trung tâm Y tế Than Khu vực Mạo Khê,164.421.100,-,164421100.0,
- Công ty Cổ phần Giám định - Vinacomin,- Công ty Cổ phần Giám định - Vinacomin,- Công ty Cổ phần Giám định - Vinacomin,260.010.315,196.429.164,260010315.0,196429164.0
- Công ty Cổ phần Địa chất mỏ,- Công ty Cổ phần Địa chất mỏ,- Công ty Cổ phần Địa chất mỏ,274.826.021,-,274826021.0,
"- Công ty Cổ phần Tin học, Công nghệ, Môi trường - Vinacomin","- Công ty Cổ phần Tin học, Công nghệ, Môi trường - Vinacomin","- Công ty Cổ phần Tin học, Công nghệ, Môi trường - Vinacomin",1.808.129.197,437.101.177,1808129197.0,437101177.0
- Công ty Cổ phần Công nghiệp ô tô - Vinacomin,- Công ty Cổ phần Công nghiệp ô tô - Vinacomin,- Công ty Cổ phần Công nghiệp ô tô - Vinacomin,930.979.560,822.831.564,930979560.0,822831564.0
- Ban QLDA Nhà điều hành - Vinacomin,- Ban QLDA Nhà điều hành - Vinacomin,- Ban QLDA Nhà điều hành - Vinacomin,-,1.095.766.320,,1095766320.0
- Công ty Vật tư hóa chất mỏ - Chi nhánh TCT,- Công ty Vật tư hóa chất mỏ - Chi nhánh TCT,- Công ty Vật tư hóa chất mỏ - Chi nhánh TCT,147.330.000,-,147330000.0,
Công nghiệp hóa chất mỏ - Vinacomin,Công nghiệp hóa chất mỏ - Vinacomin,Công nghiệp hóa chất mỏ - Vinacomin,,,,
"- Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin","Công nghiệp hóa chất mỏ - Vinacomin > - Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin","- Công ty Cổ phần Đầu Tư, Thương mại và Dịch vụ - Vinacomin",892.514.798,-,892514798.0,
- Công ty Cổ phần Kinh doanh than Miền Bắc - Vinacomin,Công nghiệp hóa chất mỏ - Vinacomin > - Công ty Cổ phần Kinh doanh than Miền Bắc - Vinacomin,- Công ty Cổ phần Kinh doanh than Miền Bắc - Vinacomin,128.924.992.487,-,128924992487.0,
- Công ty Cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,Công nghiệp hóa chất mỏ - Vinacomin > - Công ty Cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,- Công ty Cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,315.000.000,143.411.654,315000000.0,143411654.0
