row_label_raw,row_label_full,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,numeric__31/12/2025 > Số có khả năngtrả nợVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND
2.728.950.730.051,2.728.950.730.051,2.728.950.730.051,2.728.950.730.051,2.651.120.946.287,2.651.120.946.287,2728950730051.0,2651120946287.0,2651120946287.0
1.360.617.116.689,1.360.617.116.689,1.360.617.116.689,1.360.617.116.689,1.734.463.368.823,1.734.463.368.823,1360617116689.0,1734463368823.0,1734463368823.0
150.376.535.296,150.376.535.296,150.376.535.296,150.376.535.296,352.669.092.670,352.669.092.670,150376535296.0,352669092670.0,352669092670.0
106.853.525.172,106.853.525.172,106.853.525.172,106.853.525.172,-,-,106853525172.0,,
19.191.501.838,19.191.501.838,19.191.501.838,19.191.501.838,43.152.188.503,43.152.188.503,19191501838.0,43152188503.0,43152188503.0
479.995.370.830,479.995.370.830,479.995.370.830,479.995.370.830,40.691.100.749,40.691.100.749,479995370830.0,40691100749.0,40691100749.0
5.761.275.655,5.761.275.655,5.761.275.655,5.761.275.655,37.956.358.571,37.956.358.571,5761275655.0,37956358571.0,37956358571.0
13.096.100.172,13.096.100.172,13.096.100.172,13.096.100.172,25.061.523.600,25.061.523.600,13096100172.0,25061523600.0,25061523600.0
6.353.428.484,6.353.428.484,6.353.428.484,6.353.428.484,20.025.865.025,20.025.865.025,6353428484.0,20025865025.0,20025865025.0
586.705.875.915,586.705.875.915,586.705.875.915,586.705.875.915,397.101.448.346,397.101.448.346,586705875915.0,397101448346.0,397101448346.0
426.055.775.214,426.055.775.214,426.055.775.214,426.055.775.214,412.713.770.045,412.713.770.045,426055775214.0,412713770045.0,412713770045.0
426.055.775.214,426.055.775.214,426.055.775.214,426.055.775.214,412.713.770.045,412.713.770.045,426055775214.0,412713770045.0,412713770045.0
3.155.006.505.265,3.155.006.505.265,3.155.006.505.265,3.155.006.505.265,3.063.834.716.332,3.063.834.716.332,3155006505265.0,3063834716332.0,3063834716332.0
