row_label_raw,row_label_full,col_0,01/01/2025VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31/12/2025VND,numeric__01/01/2025VND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp trong nămVND,numeric__31/12/2025VND
Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,Thuế và các khoản phải nộp,,,,
- Thuế giá trị gia tăng,Thuế và các khoản phải nộp > - Thuế giá trị gia tăng,- Thuế giá trị gia tăng,4.666.667,141.154.138.786,127.758.360.732,13.400.444.721,4666667.0,141154138786.0,127758360732.0,13400444721.0
- Thuế thu nhập doanh nghiệp,Thuế và các khoản phải nộp > - Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,25.144.889.205,57.907.925.030,50.144.889.205,32.907.925.030,25144889205.0,57907925030.0,50144889205.0,32907925030.0
- Thuế thu nhập cá nhân,Thuế và các khoản phải nộp > - Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,526.191.344,18.648.778.854,18.040.784.916,1.134.185.282,526191344.0,18648778854.0,18040784916.0,1134185282.0
- Thuế tài nguyên,Thuế và các khoản phải nộp > - Thuế tài nguyên,- Thuế tài nguyên,91.664.010,79.892.718.542,63.144.675.025,16.839.707.527,91664010.0,79892718542.0,63144675025.0,16839707527.0
"- Thuế nhà đất, tiền thuê đất","Thuế và các khoản phải nộp > - Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",-,4.071.980.046,4.071.980.046,-,,4071980046.0,4071980046.0,
- Các loại thuế khác,Thuế và các khoản phải nộp > - Các loại thuế khác,- Các loại thuế khác,-,6.143.199.370,6.143.199.370,-,,6143199370.0,6143199370.0,
"- Phí, lệ phí và các khoản phải nộp khác","Thuế và các khoản phải nộp > - Phí, lệ phí và các khoản phải nộp khác","- Phí, lệ phí và các khoản phải nộp khác",4.760.662.697,35.036.936.824,31.020.503.255,8.777.096.266,4760662697.0,35036936824.0,31020503255.0,8777096266.0
,,,30.528.073.923,342.855.677.452,300.324.392.549,73.059.358.826,30528073923.0,342855677452.0,300324392549.0,73059358826.0
,,,01/01/2025VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31/12/2025VND,,,,
Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,Thuế và các khoản phải thu,,,,
- Thuế giá trị gia tăng,Thuế và các khoản phải thu > - Thuế giá trị gia tăng,- Thuế giá trị gia tăng,33.197.360.965,21.946.711.372,-,11.250.649.593,33197360965.0,21946711372.0,,11250649593.0
- Thuế thu nhập doanh nghiệp,Thuế và các khoản phải thu > - Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,14.761.410.141,90.022.359,472.248.074,15.143.635.856,14761410141.0,90022359.0,472248074.0,15143635856.0
- Thuế thu nhập cá nhân,Thuế và các khoản phải thu > - Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,806.286.327,80.299.286,215.262.387,941.249.428,806286327.0,80299286.0,215262387.0,941249428.0
- Thuế tài nguyên,Thuế và các khoản phải thu > - Thuế tài nguyên,- Thuế tài nguyên,1.489.306.969,1.489.306.969,-,-,1489306969.0,1489306969.0,,
"- Thuế nhà đất, tiền thuê đất","Thuế và các khoản phải thu > - Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",-,-,1.920.949.617,1.920.949.617,,,1920949617.0,1920949617.0
- Các loại thuế khác,Thuế và các khoản phải thu > - Các loại thuế khác,- Các loại thuế khác,389.352.817,-,-,389.352.817,389352817.0,,,389352817.0
,,,50.643.717.219,23.606.339.986,2.608.460.078,29.645.837.311,50643717219.0,23606339986.0,2608460078.0,29645837311.0
