row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,9.838.502.190.435,9.579.318.193.807,200.0,,9838502190435.0,9579318193807.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,16.987.033.883,16.702.419.611,210.0,,16987033883.0,16702419611.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8,16.987.033.883,16.702.419.611,216.0,8.0,16987033883.0,16702419611.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,6.772.453.315.667,7.843.019.239.217,220.0,,6772453315667.0,7843019239217.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,6.722.557.048.378,7.791.428.407.802,221.0,12.0,6722557048378.0,7791428407802.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,33.032.900.675.201,32.990.413.700.422,222.0,,33032900675201.0,32990413700422.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(26.310.343.626.823),(25.198.985.292.620),223.0,,-26310343626823.0,-25198985292620.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,49.896.267.289,51.590.831.415,227.0,14.0,49896267289.0,51590831415.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,70.311.101.323,70.311.101.323,228.0,,70311101323.0,70311101323.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(20.414.834.034),(18.720.269.908),229.0,,-20414834034.0,-18720269908.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.435.799.913.353,171.381.656.679,240.0,,1435799913353.0,171381656679.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,,1.996.312.053,241.0,,,1996312053.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,13,1.435.799.913.353,169.385.344.626,242.0,13.0,1435799913353.0,169385344626.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5,1.345.553.170.285,1.344.723.357.046,250.0,5.0,1345553170285.0,1344723357046.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,5.2,126.127.703.592,126.127.703.592,251.0,52.0,126127703592.0,126127703592.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,5.2,1.224.938.734.159,1.224.938.734.159,253.0,52.0,1224938734159.0,1224938734159.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,5.2,(5.513.267.466),(6.343.080.705),254.0,52.0,-5513267466.0,-6343080705.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,267.708.757.247,203.491.521.254,260.0,,267708757247.0,203491521254.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,11,159.511.382.479,86.348.214.603,261.0,11.0,159511382479.0,86348214603.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,108.197.374.768,117.143.306.651,263.0,,108197374768.0,117143306651.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,15.033.599.873.288,15.157.147.296.283,270.0,,15033599873288.0,15157147296283.0
