row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,,5.195.097.682.853,5.577.829.102.476,100.0,,5195097682853.0,5577829102476.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,575.435.217.522,551.296.710.841,110.0,4.0,575435217522.0,551296710841.0
Tiền,Tiền,Tiền,111,,280.435.217.522,251.296.710.841,111.0,,280435217522.0,251296710841.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,295.000.000.000,300.000.000.000,112.0,,295000000000.0,300000000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5,865.000.000.000,400.000.000.000,120.0,5.0,865000000000.0,400000000000.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5.1,865.000.000.000,400.000.000.000,123.0,51.0,865000000000.0,400000000000.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.887.025.727.066,3.994.421.322.873,130.0,,2887025727066.0,3994421322873.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,2.601.556.413.144,3.616.073.409.728,131.0,6.0,2601556413144.0,3616073409728.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,242.039.016.356,318.368.611.608,132.0,7.0,242039016356.0,318368611608.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,,-,2.000.000.000,135.0,,,2000000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8,46.365.077.066,60.914.081.037,136.0,8.0,46365077066.0,60914081037.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,9,(2.934.779.500),(2.934.779.500),137.0,9.0,-2934779500.0,-2934779500.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,548.833.154.646,377.987.979.118,140.0,10.0,548833154646.0,377987979118.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,549.018.466.972,377.987.979.118,141.0,,549018466972.0,377987979118.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(185.312.326),-,149.0,,-185312326.0,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,318.803.583.619,254.123.089.644,150.0,,318803583619.0,254123089644.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,11,8.233.447.282,8.186.571.256,151.0,11.0,8233447282.0,8186571256.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,280.924.299.026,195.292.801.169,152.0,,280924299026.0,195292801169.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,16,29.645.837.311,50.643.717.219,153.0,16.0,29645837311.0,50643717219.0
