row_label_raw,row_label_full,col_0,Cost/Amount within repayment capacity,Cost/Amount within repayment capacity_1,numeric__Cost/Amount within repayment capacity,numeric__Cost/Amount within repayment capacity_1
,,,31/12/2021VND,1/1/2021VND,,
Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,Associates and jointly controlled entities,,
Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,Crown Beverage Cans Saigon Limited,"564,615,342,170","223,084,440,143",,
Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,Saigon Binh Tay Beer Group Joint Stock Company,"44,420,956,582","19,812,398,470",,
Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,Sai Gon - Mien Trung Beer Joint Stock Company,"25,307,805,043","44,976,587,953",,
Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,Sai Gon - Khanh Hoa Beer Joint Stock Company,"10,309,697,221","18,108,761,000",,
Malaya - Vietnam Glass Limited,Malaya - Vietnam Glass Limited,Malaya - Vietnam Glass Limited,"8,625,799,432","5,611,672,105",,
San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,San Miguel Yamamura Phu Tho Packaging Company Limited,"5,998,902,800","12,707,200,000",,
Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,Saigon - Phutho Beer Joint Stock Company,"4,910,444,105","11,483,668,900",,
Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,Sai Gon - Kien Giang Beer Joint Stock Company,"2,624,513,007","3,218,569,970",,
Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,Saigon - Bentre Beer Joint Stock Company,"1,656,446,388","9,454,426,850",,
Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,Saigon Tay Do Beer - Beverage Joint Stock Company,"1,319,957,122","6,011,317,950",,
Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,Saigon - Baclieu Beer Joint Stock Company,"1,293,737,720","2,149,649,700",,
Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,Sai Gon - Vinh Long Beer Joint Stock Company,"428,183,725","4,825,865,000",,
Me Linh Point Limited,Me Linh Point Limited,Me Linh Point Limited,-,"319,000,000",,
Other related parties,Other related parties,Other related parties,Other related parties,Other related parties,,
"TBC-Ball Beverage Can Vietnam Co., Ltd","TBC-Ball Beverage Can Vietnam Co., Ltd","TBC-Ball Beverage Can Vietnam Co., Ltd","156,715,090,594","96,115,396,624",,
MM Mega Market (Vietnam) Company Limited,MM Mega Market (Vietnam) Company Limited,MM Mega Market (Vietnam) Company Limited,"307,209,113",-,,
