row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócvà thiết bịVND,Phương tiệnvận chuyểnVND,Thiết bịquản lýVND,Tài sản khácVND,TổngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócvà thiết bịVND,numeric__Phương tiệnvận chuyểnVND,numeric__Thiết bịquản lýVND,numeric__Tài sản khácVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.115.980.817.406,8.232.148.288.565,252.733.707.252,164.844.129.295,9.249.846.674,10.774.956.789.192,2115980817406.0,8232148288565.0,252733707252.0,164844129295.0,9249846674.0,10774956789192.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,7.279.069.981,23.732.438.249,4.688.000.000,2.080.122.546,-,37.779.630.776,7279069981.0,23732438249.0,4688000000.0,2080122546.0,,37779630776.0
Chuyển từ xây dựng cơ bản dở dụng,Nguyên giá > Chuyển từ xây dựng cơ bản dở dụng,Chuyển từ xây dựng cơ bản dở dụng,5.014.246.530,43.558.964.913,2.826.702.715,663.636.364,182.430.784,52.245.981.306,5014246530.0,43558964913.0,2826702715.0,663636364.0,182430784.0,52245981306.0
Chuyển từ bất động sản đầu tư,Nguyên giá > Chuyển từ bất động sản đầu tư,Chuyển từ bất động sản đầu tư,3.201.696.632,-,-,-,-,3.201.696.632,3201696632.0,,,,,3201696632.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,3.769.522.279,(769.989.543),-,(3.540.036.919),540.504.183,-,3769522279.0,-769989543.0,,-3540036919.0,540504183.0,
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(951.133.325),(7.106.276.632),(11.226.762.052),(859.759.060),-,(20.143.931.069),-951133325.0,-7106276632.0,-11226762052.0,-859759060.0,,-20143931069.0
Điều chỉnh khác,Nguyên giá > Điều chỉnh khác,Điều chỉnh khác,-,-,-,(1.017.145.320),-,(1.017.145.320),,,,-1017145320.0,,-1017145320.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.134.294.219.503,8.291.563.425.552,249.021.647.915,162.170.946.906,9.972.781.641,10.847.023.021.517,2134294219503.0,8291563425552.0,249021647915.0,162170946906.0,9972781641.0,10847023021517.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,1.075.752.830.510,5.604.489.684.149,204.083.392.117,130.578.998.258,6.662.860.414,7.021.567.765.448,1075752830510.0,5604489684149.0,204083392117.0,130578998258.0,6662860414.0,7021567765448.0
Khẩu hao trong năm,Giá trị hao mòn lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,96.774.469.066,416.472.347.591,14.118.827.590,13.090.426.639,966.980.792,541.423.051.678,96774469066.0,416472347591.0,14118827590.0,13090426639.0,966980792.0,541423051678.0
Chuyển từ bất động sản đầu tư,Giá trị hao mòn lũy kế > Chuyển từ bất động sản đầu tư,Chuyển từ bất động sản đầu tư,2.943.771.712,-,-,-,-,2.943.771.712,2943771712.0,,,,,2943771712.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,3.647.876.053,(493.372.223),-,(3.663.319.707),508.815.877,-,3647876053.0,-493372223.0,,-3663319707.0,508815877.0,
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,(951.133.325),(7.001.368.500),(11.226.762.052),(859.759.060),-,(20.039.022.937),-951133325.0,-7001368500.0,-11226762052.0,-859759060.0,,-20039022937.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,1.178.167.814.016,6.013.467.291.017,206.975.457.655,139.146.346.130,8.138.657.083,7.545.895.565.901,1178167814016.0,6013467291017.0,206975457655.0,139146346130.0,8138657083.0,7545895565901.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.040.227.986.896,2.627.658.604.416,48.650.315.135,34.265.131.037,2.586.986.260,3.753.389.023.744,1040227986896.0,2627658604416.0,48650315135.0,34265131037.0,2586986260.0,3753389023744.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,956.126.405.487,2.278.096.134.535,42.046.190.260,23.024.600.776,1.834.124.558,3.301.127.455.616,956126405487.0,2278096134535.0,42046190260.0,23024600776.0,1834124558.0,3301127455616.0
