row_label_raw,row_label_full,col_0,1/1/2021VND,Số phát sinh trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,Phân loại sang thuế phải thu VND,31/12/2021VND,numeric__1/1/2021VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số đã cán trừ trong năm VND,numeric__Phân loại sang thuế phải thu VND,numeric__31/12/2021VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,763.546.141.686,6.942.901.451.012,(6.818.994.323.120),-,-,887.453.269.578,763546141686.0,6942901451012.0,-6818994323120.0,,,887453269578.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,319.508.840.202,954.964.248.596,(919.005.428.188),(190.735.228),912.508.591,356.189.433.973,319508840202.0,954964248596.0,-919005428188.0,-190735228.0,912508591.0,356189433973.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,147.404.543.736,12.634.139.080.899,(1.458.504.293.832),(11.183.713.822.935),-,139.325.507.868,147404543736.0,12634139080899.0,-1458504293832.0,-11183713822935.0,,139325507868.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,21.420.232.919,96.526.406.996,(87.431.714.011),(2.936.377.977),88.859.551,27.667.407.478,21420232919.0,96526406996.0,-87431714011.0,-2936377977.0,88859551.0,27667407478.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,10.840.462.760,(10.840.462.760),-,-,-,,10840462760.0,-10840462760.0,,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,5.418.573.490,62.191.655.009,(56.365.784.911),(5.041.118.177),135.617.819,6.338.943.230,5418573490.0,62191655009.0,-56365784911.0,-5041118177.0,135617819.0,6338943230.0
,,,1.257.298.332.033,20.701.563.305.272,(9.351.142.006.822),(11.191.882.054.317),1.136.985.961,1.416.974.562.127,1257298332033.0,20701563305272.0,-9351142006822.0,-11191882054317.0,1136985961.0,1416974562127.0
