row_label_raw,row_label_full,Phải trả Nhà nước cho phần đánh giá lại quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (*),31/12/2021VND > 735.379.872.700,1/1/2021VND > 735.379.872.700,numeric__31/12/2021VND > 735.379.872.700,numeric__1/1/2021VND > 735.379.872.700
Nhận ký quỹ ngắn hạn,Nhận ký quỹ ngắn hạn,Nhận ký quỹ ngắn hạn,112.619.187.330,134.765.892.226,112619187330.0,134765892226.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,1.318.815.197.765,32.410.792.586,1318815197765.0,32410792586.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,61.026.227.981,64.363.267.655,61026227981.0,64363267655.0
,,,2.227.840.485.776,966.919.825.167,2227840485776.0,966919825167.0
