row_label_raw,row_label_full,col_0,Code,Note,31/12/2021 VND,1/1/2021 VND,numeric__Code,numeric__Note,numeric__31/12/2021 VND,numeric__1/1/2021 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"7,609,991,050,161","7,861,591,322,918",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"12,640,850,386","11,958,390,566",210.0,,,
Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,211,,"5,973,013,018","5,988,013,018",211.0,,,
Loans receivable – long-term,Loans receivable – long-term,Loans receivable – long-term,215,,"4,000,000,000","4,000,000,000",215.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9(b),"41,960,830,291","41,278,370,471",216.0,,,
Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,219,10(b),"(39,292,992,923)","(39,307,992,923)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"4,401,799,818,086","4,874,503,649,521",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,13,"3,301,127,455,616","3,753,389,023,744",221.0,13.0,,
Cost,Cost,Cost,222,,"10,847,023,021,517","10,774,956,789,192",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(7,545,895,565,901)","(7,021,567,765,448)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,14,"167,492,355,505","178,134,173,132",224.0,14.0,,
Cost,Cost,Cost,225,,"173,582,726,065","179,020,927,499",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(6,090,370,560)","(886,754,367)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,15,"933,180,006,965","942,980,452,645",227.0,15.0,,
Cost,Cost,Cost,228,,"1,102,972,910,981","1,102,196,654,036",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(169,792,904,016)","(159,216,201,391)",229.0,,,
Investment properties,Investment properties,Investment properties,230,16,"41,270,248,842","65,173,748,670",230.0,16.0,,
Cost,Cost,Cost,231,,"67,677,985,241","92,668,621,947",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(26,407,736,399)","(27,494,873,277)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"551,470,893,844","28,138,829,026",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,17,"551,470,893,844","28,138,829,026",242.0,17.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"2,125,162,874,416","2,351,285,997,476",250.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,7(c),"2,010,071,605,619","2,049,028,504,129",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,7(c),"434,314,271,916","665,885,700,116",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,7(c),"(409,691,883,024)","(444,497,086,674)",254.0,,,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,255,7(b),"90,468,879,905","80,868,879,905",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"477,646,364,587","530,530,707,659",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"263,131,483,984","330,639,468,718",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,18,"194,842,028,699","170,769,540,045",262.0,18.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"19,672,851,904","29,121,698,896",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"30,487,024,372,425","27,374,972,775,358",270.0,,,
