row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2021VND,2020VND,,
Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited,,
Chi hộ Tập đoàn,Công ty mẹ cấp cao nhấtThai Beverage Public Company Limited > Chi hộ Tập đoàn,Chi hộ Tập đoàn,6.155.192.544,7.606.756.051,6155192544.0,7606756051.0
Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,Công ty mẹ cấp trung gianBeerCo Limited,,
Chi hộ Tập đoàn,Công ty mẹ cấp trung gianBeerCo Limited > Chi hộ Tập đoàn,Chi hộ Tập đoàn,10.185.243.890,-,10185243890.0,
Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,Công ty mẹCông ty TNHH Vietnam Beverage,,
Cổ tức,Công ty mẹCông ty TNHH Vietnam Beverage > Cổ tức,Cổ tức,1.202.749.054.500,1.890.034.228.500,1202749054500.0,1890034228500.0
Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa,,
Bán nguyên vật liệu,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Bán nguyên vật liệu,Bán nguyên vật liệu,221.117.524.072,196.805.131.646,221117524072.0,196805131646.0
Cung cấp dịch vụ,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Cung cấp dịch vụ,Cung cấp dịch vụ,-,100.000.000,,100000000.0
Bán thành phẩm,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Bán thành phẩm,Bán thành phẩm,102.931.600,-,102931600.0,
Mua hàng hóa,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Mua hàng hóa,Mua hàng hóa,652.161.376.737,597.503.580.844,652161376737.0,597503580844.0
Giao dịch khác,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Giao dịch khác,Giao dịch khác,-,993.519.451,,993519451.0
Cổ tức đã nhận,Công ty liên kết và cơ sở kinh doanh đồng kiểm soátCông ty Cổ phần Bia Sài Gòn - Khánh Hòa > Cổ tức đã nhận,Cổ tức đã nhận,-,2.600.000.000,,2600000000.0
Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Kiên Giang > Bán nguyên vật liệu,Bán nguyên vật liệu,254.845.958.852,258.289.840.556,254845958852.0,258289840556.0
Cung cấp dịch vụ,Công ty Cổ phần Bia Sài Gòn - Kiên Giang > Cung cấp dịch vụ,Cung cấp dịch vụ,219.121.318,1.535.147.177,219121318.0,1535147177.0
