row_label_raw,row_label_full,Loại tiên,31/12/2021VND,1/1/2021VND,numeric__31/12/2021VND,numeric__1/1/2021VND
VND,VND,VND,194.291.999.211,50.500.000.000,194291999211.0,50500000000.0
VND,VND,VND,99.522.236.155,69.985.955.236,99522236155.0,69985955236.0
VND,VND,VND,11.000.000.000,50.000.000.000,11000000000.0,50000000000.0
VND,VND,VND,8.262.603.408,-,8262603408.0,
USD,USD,USD,-,60.193.452.000,,60193452000.0
VND,VND,VND,-,55.805.010.701,,55805010701.0
VND,VND,VND,-,50.000.000.000,,50000000000.0
VND,VND,VND,-,37.230.221.922,,37230221922.0
VND,VND,VND,-,35.500.000.000,,35500000000.0
VND,VND,VND,-,30.000.000.000,,30000000000.0
,,,313.076.838.774,439.214.639.859,313076838774.0,439214639859.0
