row_label_raw,row_label_full,No,Company name,Principal activities,31/12/2021 > % of equity interest,31/12/2021 > % of voting rights,1/1/2021 > % of equity interest,1/1/2021 > % of voting rights,numeric__Company name,numeric__Principal activities,numeric__31/12/2021 > % of equity interest,numeric__31/12/2021 > % of voting rights,numeric__1/1/2021 > % of equity interest,numeric__1/1/2021 > % of voting rights
15,15,15,Saigon - Bentre Beer Joint Stock Company,"Producing and trading beer, alcohol and beverages",20.00%,20.00%,20.00%,20.00%,,,20.0,20.0,20.0,20.0
16,16,16,Saigon Binh Tay Beer Group Joint Stock Company,"Producing, processing and trading food, beverage, beer and alcohol drinks",21.80%,22.18%,21.80%,22.18%,,,21.8,22.18,21.8,22.18
17,17,17,Saigon Tay Do Beer - Beverage Joint Stock Company,"Producing and trading beer, alcohol, beverage, soya milk and fruit juice",27.62%,34.92%,27.62%,34.92%,,,27.62,34.92,27.62,34.92
18,18,18,Saigon - Baclieu Beer Joint Stock Company,"Producing and trading beer, alcohol and beverages",10.20%,20.00%,10.20%,20.00%,,,10.2,20.0,10.2,20.0
