row_label_raw,row_label_full,col_0,2021VND,2020VND(Điều chỉnh lại),numeric__2021VND,numeric__2020VND(Điều chỉnh lại)
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,3.677.252.341.304,4.723.496.860.190,3677252341304.0,4723496860190.0
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",(148.992.864.643),(141.231.614.650),-148992864643.0,-141231614650.0
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,3.528.259.476.661,4.582.265.245.540,3528259476661.0,4582265245540.0
